model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5
Chronos T5 Base 200M,11,JPEA.L,0.0,0.09,0.45,0.41,0.05
Chronos T5 Base 200M,11,JPM,0.21,0.37,0.25,0.15,0.02
Chronos T5 Base 200M,11,KR,0.03,0.16,0.25,0.31,0.25
Chronos T5 Base 200M,11,LQD,0.09,0.5,0.25,0.14,0.02
Chronos T5 Base 200M,11,MCHI,0.93,0.06,0.0,0.0,0.01
Chronos T5 Base 200M,11,META,0.99,0.01,0.0,0.0,0.0
Chronos T5 Base 200M,11,MVEU.L,0.0,0.0,0.1,0.46,0.44
Chronos T5 Base 200M,11,OGN,0.05,0.16,0.24,0.22,0.33
Chronos T5 Base 200M,11,PG,0.0,0.06,0.31,0.37,0.26
Chronos T5 Base 200M,11,PPL,0.19,0.56,0.21,0.04,0.0
Chronos T5 Base 200M,11,PRU,0.0,0.07,0.14,0.22,0.57
Chronos T5 Base 200M,11,PYPL,0.83,0.11,0.03,0.02,0.01
Chronos T5 Base 200M,11,RE,0.01,0.1,0.2,0.23,0.46
Chronos T5 Base 200M,11,REET,0.0,0.19,0.46,0.31,0.04
Chronos T5 Base 200M,11,ROL,0.15,0.34,0.28,0.15,0.08
Chronos T5 Base 200M,11,ROST,0.29,0.24,0.19,0.19,0.09
Chronos T5 Base 200M,11,SEGA.L,0.0,0.22,0.62,0.14,0.02
Chronos T5 Base 200M,11,SHY,0.0,0.03,0.54,0.43,0.0
Chronos T5 Base 200M,11,SLV,0.4,0.29,0.14,0.12,0.05
Chronos T5 Base 200M,11,SPMV.L,0.0,0.21,0.57,0.19,0.03
Chronos T5 Base 200M,11,TLT,0.02,0.17,0.3,0.24,0.27
Chronos T5 Base 200M,11,UNH,0.0,0.0,0.07,0.31,0.62
Chronos T5 Base 200M,11,URI,0.14,0.17,0.14,0.19,0.36
Chronos T5 Base 200M,11,V,0.09,0.35,0.28,0.21,0.07
Chronos T5 Base 200M,11,VRSK,0.0,0.13,0.22,0.29,0.36
Chronos T5 Base 200M,11,VXX,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,11,WRK,0.52,0.38,0.06,0.04,0.0
Chronos T5 Base 200M,11,XLB,0.04,0.39,0.31,0.23,0.03
Chronos T5 Base 200M,11,XLC,0.75,0.2,0.05,0.0,0.0
Chronos T5 Base 200M,11,XLE,0.0,0.0,0.0,0.0,1.0
Chronos T5 Base 200M,11,XLF,0.12,0.42,0.35,0.07,0.04
Chronos T5 Base 200M,11,XLI,0.03,0.28,0.37,0.24,0.08
Chronos T5 Base 200M,11,XLK,0.86,0.14,0.0,0.0,0.0
Chronos T5 Base 200M,11,XLP,0.0,0.16,0.58,0.25,0.01
Chronos T5 Base 200M,11,XLU,0.0,0.0,0.01,0.18,0.81
Chronos T5 Base 200M,11,XLV,0.07,0.36,0.43,0.13,0.01
Chronos T5 Base 200M,11,XLY,0.23,0.42,0.21,0.1,0.04
Chronos T5 Base 200M,11,XOM,0.0,0.06,0.11,0.23,0.6
Chronos T5 Base 200M,12,ABBV,0.0,0.0,0.0,0.07,0.93
Chronos T5 Base 200M,12,ACN,0.3,0.34,0.28,0.05,0.03
Chronos T5 Base 200M,12,AEP,0.0,0.0,0.03,0.22,0.75
Chronos T5 Base 200M,12,AIZ,0.0,0.11,0.28,0.34,0.27
Chronos T5 Base 200M,12,ALLE,0.72,0.22,0.05,0.01,0.0
Chronos T5 Base 200M,12,AMAT,0.51,0.25,0.16,0.05,0.03
Chronos T5 Base 200M,12,AMP,0.13,0.27,0.32,0.2,0.08
Chronos T5 Base 200M,12,AMZN,0.49,0.31,0.11,0.06,0.03
Chronos T5 Base 200M,12,AVB,0.59,0.34,0.07,0.0,0.0
Chronos T5 Base 200M,12,AVY,0.19,0.33,0.32,0.12,0.04
Chronos T5 Base 200M,12,AXP,0.62,0.25,0.05,0.08,0.0
Chronos T5 Base 200M,12,BDX,0.01,0.08,0.26,0.44,0.21
Chronos T5 Base 200M,12,BF-B,0.03,0.35,0.37,0.23,0.02
Chronos T5 Base 200M,12,BMY,0.03,0.29,0.43,0.24,0.01
Chronos T5 Base 200M,12,BR,0.11,0.43,0.34,0.11,0.01
Chronos T5 Base 200M,12,CARR,0.41,0.32,0.23,0.04,0.0
Chronos T5 Base 200M,12,CDW,0.08,0.28,0.32,0.22,0.1
Chronos T5 Base 200M,12,CE,0.81,0.15,0.03,0.0,0.01
Chronos T5 Base 200M,12,CHTR,0.07,0.19,0.26,0.28,0.2
Chronos T5 Base 200M,12,CNC,0.01,0.1,0.26,0.38,0.25
Chronos T5 Base 200M,12,CNP,0.0,0.06,0.25,0.36,0.33
Chronos T5 Base 200M,12,COP,0.0,0.0,0.01,0.08,0.91
Chronos T5 Base 200M,12,CTAS,0.01,0.03,0.05,0.23,0.68
Chronos T5 Base 200M,12,CZR,0.95,0.04,0.0,0.01,0.0
Chronos T5 Base 200M,12,DG,0.0,0.05,0.21,0.51,0.23
Chronos T5 Base 200M,12,DPZ,0.76,0.19,0.05,0.0,0.0
Chronos T5 Base 200M,12,DRE,0.0,0.0,0.0,0.65,0.35
Chronos T5 Base 200M,12,DXC,0.54,0.27,0.12,0.04,0.03
Chronos T5 Base 200M,12,EWA,0.38,0.5,0.1,0.02,0.0
Chronos T5 Base 200M,12,EWC,0.56,0.41,0.02,0.01,0.0
Chronos T5 Base 200M,12,EWG,0.04,0.07,0.16,0.33,0.4
Chronos T5 Base 200M,12,EWH,0.0,0.0,0.21,0.45,0.34
Chronos T5 Base 200M,12,EWJ,0.0,0.35,0.46,0.17,0.02
Chronos T5 Base 200M,12,EWL,0.08,0.48,0.39,0.05,0.0
Chronos T5 Base 200M,12,EWQ,0.01,0.07,0.27,0.41,0.24
Chronos T5 Base 200M,12,EWT,0.18,0.33,0.15,0.26,0.08
Chronos T5 Base 200M,12,EWU,0.0,0.03,0.4,0.45,0.12
Chronos T5 Base 200M,12,EWY,0.79,0.17,0.03,0.01,0.0
Chronos T5 Base 200M,12,EWZ,0.04,0.23,0.23,0.29,0.21
Chronos T5 Base 200M,12,FTV,0.06,0.12,0.33,0.27,0.22
Chronos T5 Base 200M,12,GOOG,0.53,0.36,0.09,0.02,0.0
Chronos T5 Base 200M,12,GPC,0.0,0.0,0.08,0.41,0.51
Chronos T5 Base 200M,12,GSG,0.0,0.0,0.0,0.05,0.95
Chronos T5 Base 200M,12,HIG,0.0,0.02,0.07,0.3,0.61
Chronos T5 Base 200M,12,HIGH.L,0.0,0.0,0.02,0.75,0.23
Chronos T5 Base 200M,12,HST,0.4,0.31,0.15,0.1,0.04
Chronos T5 Base 200M,12,HYG,0.0,0.01,0.43,0.55,0.01
Chronos T5 Base 200M,12,IAU,0.0,0.02,0.3,0.59,0.09
Chronos T5 Base 200M,12,ICLN,0.76,0.18,0.06,0.0,0.0
Chronos T5 Base 200M,12,IEAA.L,0.0,0.03,0.11,0.57,0.29
Chronos T5 Base 200M,12,IEF,0.0,0.24,0.71,0.05,0.0
Chronos T5 Base 200M,12,IEFM.L,0.0,0.0,0.03,0.18,0.79
Chronos T5 Base 200M,12,IEMG,0.56,0.39,0.05,0.0,0.0
Chronos T5 Base 200M,12,IEUS,0.22,0.3,0.31,0.13,0.04
Chronos T5 Base 200M,12,IEVL.L,0.0,0.0,0.04,0.3,0.66
Chronos T5 Base 200M,12,IGF,0.0,0.07,0.4,0.37,0.16
Chronos T5 Base 200M,12,INDA,0.0,0.01,0.15,0.44,0.4
Chronos T5 Base 200M,12,IUMO.L,0.0,0.07,0.3,0.52,0.11
Chronos T5 Base 200M,12,IUVL.L,0.01,0.06,0.19,0.36,0.38
Chronos T5 Base 200M,12,IVV,0.04,0.47,0.41,0.08,0.0
Chronos T5 Base 200M,12,IWM,0.57,0.36,0.06,0.01,0.0
Chronos T5 Base 200M,12,IXN,0.53,0.36,0.1,0.01,0.0
Chronos T5 Base 200M,12,JPEA.L,0.0,0.03,0.34,0.53,0.1
Chronos T5 Base 200M,12,JPM,0.1,0.26,0.34,0.23,0.07
Chronos T5 Base 200M,12,KR,0.0,0.01,0.01,0.09,0.89
Chronos T5 Base 200M,12,LQD,0.02,0.77,0.2,0.01,0.0
Chronos T5 Base 200M,12,MCHI,0.48,0.32,0.12,0.06,0.02
Chronos T5 Base 200M,12,META,0.54,0.25,0.08,0.09,0.04
Chronos T5 Base 200M,12,MVEU.L,0.0,0.0,0.04,0.34,0.62
Chronos T5 Base 200M,12,OGN,0.04,0.18,0.22,0.27,0.29
Chronos T5 Base 200M,12,PG,0.0,0.0,0.26,0.44,0.3
Chronos T5 Base 200M,12,PPL,0.13,0.55,0.28,0.04,0.0
Chronos T5 Base 200M,12,PRU,0.01,0.16,0.44,0.24,0.15
Chronos T5 Base 200M,12,PYPL,0.55,0.23,0.08,0.13,0.01
Chronos T5 Base 200M,12,RE,0.0,0.0,0.0,0.04,0.96
Chronos T5 Base 200M,12,REET,0.04,0.34,0.49,0.13,0.0
Chronos T5 Base 200M,12,ROL,0.12,0.34,0.3,0.19,0.05
Chronos T5 Base 200M,12,ROST,0.25,0.21,0.25,0.18,0.11
Chronos T5 Base 200M,12,SEGA.L,0.0,0.14,0.77,0.09,0.0
Chronos T5 Base 200M,12,SHY,0.0,0.0,0.05,0.54,0.41
Chronos T5 Base 200M,12,SLV,0.56,0.29,0.11,0.02,0.02
Chronos T5 Base 200M,12,SPMV.L,0.0,0.25,0.46,0.23,0.06
Chronos T5 Base 200M,12,TLT,0.11,0.33,0.32,0.2,0.04
Chronos T5 Base 200M,12,UNH,0.0,0.0,0.0,0.15,0.85
Chronos T5 Base 200M,12,URI,0.25,0.23,0.23,0.15,0.14
Chronos T5 Base 200M,12,V,0.03,0.32,0.27,0.26,0.12
Chronos T5 Base 200M,12,VRSK,0.05,0.25,0.38,0.22,0.1
Chronos T5 Base 200M,12,VXX,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,12,WRK,0.49,0.38,0.09,0.03,0.01
Chronos T5 Base 200M,12,XLB,0.45,0.44,0.1,0.01,0.0
Chronos T5 Base 200M,12,XLC,0.47,0.34,0.15,0.04,0.0
Chronos T5 Base 200M,12,XLE,0.0,0.0,0.0,0.04,0.96
Chronos T5 Base 200M,12,XLF,0.25,0.65,0.08,0.02,0.0
Chronos T5 Base 200M,12,XLI,0.08,0.4,0.34,0.16,0.02
Chronos T5 Base 200M,12,XLK,0.65,0.32,0.03,0.0,0.0
Chronos T5 Base 200M,12,XLP,0.0,0.02,0.51,0.43,0.04
Chronos T5 Base 200M,12,XLU,0.0,0.0,0.18,0.45,0.37
Chronos T5 Base 200M,12,XLV,0.02,0.32,0.55,0.1,0.01
Chronos T5 Base 200M,12,XLY,0.18,0.38,0.23,0.17,0.04
Chronos T5 Base 200M,12,XOM,0.0,0.02,0.03,0.15,0.8
