model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5
Financial Chronos Small 46M 2021 Global,10,CZR,0.32,0.11,0.09,0.1,0.38
Financial Chronos Small 46M 2021 Global,10,DG,0.06,0.21,0.37,0.27,0.09
Financial Chronos Small 46M 2021 Global,10,DPZ,0.22,0.36,0.29,0.13,0.0
Financial Chronos Small 46M 2021 Global,10,DRE,0.02,0.24,0.64,0.02,0.08
Financial Chronos Small 46M 2021 Global,10,DXC,0.36,0.15,0.06,0.16,0.27
Financial Chronos Small 46M 2021 Global,10,EWA,0.14,0.14,0.1,0.16,0.46
Financial Chronos Small 46M 2021 Global,10,EWC,0.06,0.05,0.14,0.29,0.46
Financial Chronos Small 46M 2021 Global,10,EWG,0.09,0.09,0.14,0.19,0.49
Financial Chronos Small 46M 2021 Global,10,EWH,0.3,0.08,0.09,0.16,0.37
Financial Chronos Small 46M 2021 Global,10,EWJ,0.07,0.11,0.13,0.35,0.34
Financial Chronos Small 46M 2021 Global,10,EWL,0.05,0.1,0.15,0.34,0.36
Financial Chronos Small 46M 2021 Global,10,EWQ,0.04,0.17,0.14,0.32,0.33
Financial Chronos Small 46M 2021 Global,10,EWT,0.49,0.25,0.15,0.1,0.01
Financial Chronos Small 46M 2021 Global,10,EWU,0.09,0.12,0.17,0.19,0.43
Financial Chronos Small 46M 2021 Global,10,EWY,0.36,0.2,0.18,0.12,0.14
Financial Chronos Small 46M 2021 Global,10,EWZ,0.23,0.15,0.16,0.18,0.28
Financial Chronos Small 46M 2021 Global,10,FTV,0.17,0.23,0.24,0.27,0.09
Financial Chronos Small 46M 2021 Global,10,GOOG,0.43,0.25,0.18,0.05,0.09
Financial Chronos Small 46M 2021 Global,10,GPC,0.12,0.14,0.12,0.3,0.32
Financial Chronos Small 46M 2021 Global,10,GSG,0.19,0.15,0.07,0.16,0.43
Financial Chronos Small 46M 2021 Global,10,HIG,0.17,0.18,0.28,0.2,0.17
Financial Chronos Small 46M 2021 Global,10,HIGH.L,0.0,0.04,0.22,0.53,0.21
Financial Chronos Small 46M 2021 Global,10,HST,0.25,0.08,0.06,0.22,0.39
Financial Chronos Small 46M 2021 Global,10,HYG,0.01,0.05,0.32,0.37,0.25
Financial Chronos Small 46M 2021 Global,10,IAU,0.26,0.23,0.08,0.23,0.2
Financial Chronos Small 46M 2021 Global,10,ICLN,0.4,0.16,0.1,0.13,0.21
Financial Chronos Small 46M 2021 Global,10,IEAA.L,0.17,0.24,0.22,0.28,0.09
Financial Chronos Small 46M 2021 Global,10,IEF,0.07,0.33,0.25,0.27,0.08
Financial Chronos Small 46M 2021 Global,10,IEFM.L,0.09,0.38,0.24,0.21,0.08
Financial Chronos Small 46M 2021 Global,10,IEMG,0.26,0.19,0.14,0.16,0.25
Financial Chronos Small 46M 2021 Global,10,IEUS,0.16,0.2,0.19,0.18,0.27
Financial Chronos Small 46M 2021 Global,10,IEVL.L,0.05,0.11,0.11,0.25,0.48
Financial Chronos Small 46M 2021 Global,10,IGF,0.1,0.13,0.15,0.32,0.3
Financial Chronos Small 46M 2021 Global,10,INDA,0.1,0.1,0.16,0.34,0.3
Financial Chronos Small 46M 2021 Global,10,IUMO.L,0.09,0.18,0.12,0.28,0.33
Financial Chronos Small 46M 2021 Global,10,IUVL.L,0.03,0.15,0.25,0.36,0.21
Financial Chronos Small 46M 2021 Global,10,IVV,0.24,0.22,0.14,0.19,0.21
Financial Chronos Small 46M 2021 Global,10,IWM,0.14,0.23,0.28,0.3,0.05
Financial Chronos Small 46M 2021 Global,10,IXN,0.28,0.17,0.11,0.2,0.24
Financial Chronos Small 46M 2021 Global,10,JPEA.L,0.04,0.15,0.12,0.29,0.4
Financial Chronos Small 46M 2021 Global,10,JPM,0.1,0.46,0.36,0.07,0.01
Financial Chronos Small 46M 2021 Global,10,KR,0.39,0.15,0.17,0.16,0.13
Financial Chronos Small 46M 2021 Global,10,LQD,0.04,0.22,0.18,0.32,0.24
Financial Chronos Small 46M 2021 Global,10,MCHI,0.17,0.21,0.32,0.18,0.12
Financial Chronos Small 46M 2021 Global,10,META,0.45,0.08,0.09,0.12,0.26
Financial Chronos Small 46M 2021 Global,10,MVEU.L,0.12,0.35,0.29,0.19,0.05
Financial Chronos Small 46M 2021 Global,10,OGN,0.51,0.19,0.09,0.17,0.04
Financial Chronos Small 46M 2021 Global,10,PG,0.06,0.2,0.32,0.23,0.19
Financial Chronos Small 46M 2021 Global,10,PPL,0.15,0.13,0.13,0.21,0.38
Financial Chronos Small 46M 2021 Global,10,PRU,0.22,0.25,0.12,0.2,0.21
Financial Chronos Small 46M 2021 Global,10,PYPL,0.5,0.09,0.05,0.11,0.25
Financial Chronos Small 46M 2021 Global,10,RE,0.11,0.2,0.25,0.25,0.19
Financial Chronos Small 46M 2021 Global,10,REET,0.19,0.07,0.1,0.22,0.42
Financial Chronos Small 46M 2021 Global,10,ROL,0.13,0.21,0.29,0.22,0.15
Financial Chronos Small 46M 2021 Global,10,ROST,0.12,0.25,0.29,0.26,0.08
Financial Chronos Small 46M 2021 Global,10,SEGA.L,0.39,0.39,0.12,0.08,0.02
Financial Chronos Small 46M 2021 Global,10,SHY,0.0,0.32,0.53,0.15,0.0
Financial Chronos Small 46M 2021 Global,10,SLV,0.35,0.07,0.13,0.2,0.25
Financial Chronos Small 46M 2021 Global,10,SPMV.L,0.02,0.15,0.22,0.46,0.15
Financial Chronos Small 46M 2021 Global,10,TLT,0.73,0.11,0.03,0.09,0.04
Financial Chronos Small 46M 2021 Global,10,UNH,0.04,0.09,0.26,0.44,0.17
Financial Chronos Small 46M 2021 Global,10,URI,0.28,0.25,0.21,0.18,0.08
Financial Chronos Small 46M 2021 Global,10,V,0.23,0.26,0.15,0.21,0.15
Financial Chronos Small 46M 2021 Global,10,VRSK,0.04,0.28,0.41,0.26,0.01
Financial Chronos Small 46M 2021 Global,10,VXX,0.79,0.04,0.0,0.04,0.13
Financial Chronos Small 46M 2021 Global,10,WRK,0.48,0.21,0.12,0.06,0.13
Financial Chronos Small 46M 2021 Global,10,XLB,0.39,0.24,0.18,0.14,0.05
Financial Chronos Small 46M 2021 Global,10,XLC,0.15,0.16,0.1,0.11,0.48
Financial Chronos Small 46M 2021 Global,10,XLE,0.01,0.1,0.15,0.23,0.51
Financial Chronos Small 46M 2021 Global,10,XLF,0.12,0.21,0.13,0.32,0.22
Financial Chronos Small 46M 2021 Global,10,XLI,0.17,0.46,0.27,0.08,0.02
Financial Chronos Small 46M 2021 Global,10,XLK,0.49,0.07,0.05,0.14,0.25
Financial Chronos Small 46M 2021 Global,10,XLP,0.08,0.2,0.3,0.35,0.07
Financial Chronos Small 46M 2021 Global,10,XLU,0.11,0.22,0.3,0.26,0.11
Financial Chronos Small 46M 2021 Global,10,XLV,0.07,0.22,0.19,0.3,0.22
Financial Chronos Small 46M 2021 Global,10,XLY,0.31,0.06,0.04,0.12,0.47
Financial Chronos Small 46M 2021 Global,10,XOM,0.16,0.04,0.04,0.05,0.71
Financial Chronos Small 46M 2021 Global,11,ABBV,0.23,0.18,0.27,0.2,0.12
Financial Chronos Small 46M 2021 Global,11,ACN,0.1,0.52,0.25,0.06,0.07
Financial Chronos Small 46M 2021 Global,11,AEP,0.1,0.46,0.32,0.09,0.03
Financial Chronos Small 46M 2021 Global,11,AIZ,0.13,0.47,0.27,0.11,0.02
Financial Chronos Small 46M 2021 Global,11,ALLE,0.2,0.38,0.25,0.11,0.06
Financial Chronos Small 46M 2021 Global,11,AMAT,0.29,0.2,0.1,0.2,0.21
Financial Chronos Small 46M 2021 Global,11,AMP,0.11,0.17,0.28,0.25,0.19
Financial Chronos Small 46M 2021 Global,11,AMZN,0.63,0.1,0.04,0.06,0.17
Financial Chronos Small 46M 2021 Global,11,AVB,0.31,0.26,0.17,0.14,0.12
Financial Chronos Small 46M 2021 Global,11,AVY,0.01,0.23,0.32,0.31,0.13
Financial Chronos Small 46M 2021 Global,11,AXP,0.17,0.29,0.39,0.15,0.0
Financial Chronos Small 46M 2021 Global,11,BDX,0.35,0.34,0.25,0.04,0.02
Financial Chronos Small 46M 2021 Global,11,BF-B,0.16,0.41,0.3,0.11,0.02
Financial Chronos Small 46M 2021 Global,11,BMY,0.27,0.35,0.21,0.13,0.04
Financial Chronos Small 46M 2021 Global,11,BR,0.22,0.36,0.14,0.13,0.15
Financial Chronos Small 46M 2021 Global,11,CARR,0.32,0.36,0.18,0.13,0.01
Financial Chronos Small 46M 2021 Global,11,CDW,0.16,0.28,0.4,0.14,0.02
Financial Chronos Small 46M 2021 Global,11,CE,0.41,0.21,0.11,0.07,0.2
Financial Chronos Small 46M 2021 Global,11,CHTR,0.04,0.11,0.06,0.15,0.64
Financial Chronos Small 46M 2021 Global,11,CNC,0.15,0.31,0.42,0.12,0.0
Financial Chronos Small 46M 2021 Global,11,CNP,0.22,0.13,0.14,0.29,0.22
Financial Chronos Small 46M 2021 Global,11,COP,0.05,0.06,0.1,0.13,0.66
Financial Chronos Small 46M 2021 Global,11,CTAS,0.13,0.47,0.33,0.07,0.0
Financial Chronos Small 46M 2021 Global,11,CZR,0.29,0.09,0.17,0.18,0.27
Financial Chronos Small 46M 2021 Global,11,DG,0.19,0.27,0.31,0.16,0.07
Financial Chronos Small 46M 2021 Global,11,DPZ,0.2,0.31,0.26,0.17,0.06
Financial Chronos Small 46M 2021 Global,11,DRE,0.02,0.92,0.03,0.0,0.03
Financial Chronos Small 46M 2021 Global,11,DXC,0.44,0.07,0.06,0.18,0.25
Financial Chronos Small 46M 2021 Global,11,EWA,0.23,0.06,0.15,0.18,0.38
Financial Chronos Small 46M 2021 Global,11,EWC,0.01,0.04,0.1,0.26,0.59
Financial Chronos Small 46M 2021 Global,11,EWG,0.12,0.09,0.18,0.25,0.36
Financial Chronos Small 46M 2021 Global,11,EWH,0.4,0.13,0.08,0.13,0.26
Financial Chronos Small 46M 2021 Global,11,EWJ,0.12,0.22,0.19,0.27,0.2
Financial Chronos Small 46M 2021 Global,11,EWL,0.05,0.09,0.25,0.31,0.3
Financial Chronos Small 46M 2021 Global,11,EWQ,0.04,0.12,0.17,0.31,0.36
Financial Chronos Small 46M 2021 Global,11,EWT,0.15,0.29,0.21,0.18,0.17
Financial Chronos Small 46M 2021 Global,11,EWU,0.07,0.11,0.2,0.29,0.33
Financial Chronos Small 46M 2021 Global,11,EWY,0.11,0.18,0.16,0.19,0.36
Financial Chronos Small 46M 2021 Global,11,EWZ,0.37,0.11,0.22,0.19,0.11
Financial Chronos Small 46M 2021 Global,11,FTV,0.27,0.22,0.23,0.22,0.06
Financial Chronos Small 46M 2021 Global,11,GOOG,0.24,0.4,0.19,0.07,0.1
Financial Chronos Small 46M 2021 Global,11,GPC,0.11,0.03,0.13,0.25,0.48
Financial Chronos Small 46M 2021 Global,11,GSG,0.18,0.1,0.21,0.19,0.32
Financial Chronos Small 46M 2021 Global,11,HIG,0.1,0.15,0.22,0.25,0.28
Financial Chronos Small 46M 2021 Global,11,HIGH.L,0.03,0.06,0.29,0.52,0.1
Financial Chronos Small 46M 2021 Global,11,HST,0.34,0.05,0.12,0.19,0.3
Financial Chronos Small 46M 2021 Global,11,HYG,0.03,0.23,0.37,0.33,0.04
Financial Chronos Small 46M 2021 Global,11,IAU,0.36,0.14,0.1,0.26,0.14
Financial Chronos Small 46M 2021 Global,11,ICLN,0.43,0.11,0.18,0.08,0.2
Financial Chronos Small 46M 2021 Global,11,IEAA.L,0.09,0.31,0.31,0.26,0.03
Financial Chronos Small 46M 2021 Global,11,IEF,0.09,0.31,0.36,0.18,0.06
Financial Chronos Small 46M 2021 Global,11,IEFM.L,0.13,0.33,0.27,0.24,0.03
Financial Chronos Small 46M 2021 Global,11,IEMG,0.11,0.15,0.24,0.27,0.23
Financial Chronos Small 46M 2021 Global,11,IEUS,0.01,0.13,0.13,0.25,0.48
Financial Chronos Small 46M 2021 Global,11,IEVL.L,0.01,0.07,0.09,0.44,0.39
Financial Chronos Small 46M 2021 Global,11,IGF,0.13,0.11,0.18,0.34,0.24
Financial Chronos Small 46M 2021 Global,11,INDA,0.08,0.11,0.22,0.3,0.29
Financial Chronos Small 46M 2021 Global,11,IUMO.L,0.14,0.08,0.16,0.24,0.38
Financial Chronos Small 46M 2021 Global,11,IUVL.L,0.1,0.09,0.23,0.34,0.24
Financial Chronos Small 46M 2021 Global,11,IVV,0.0,0.18,0.04,0.25,0.53
Financial Chronos Small 46M 2021 Global,11,IWM,0.01,0.08,0.09,0.21,0.61
Financial Chronos Small 46M 2021 Global,11,IXN,0.04,0.1,0.12,0.19,0.55
Financial Chronos Small 46M 2021 Global,11,JPEA.L,0.11,0.14,0.26,0.25,0.24
Financial Chronos Small 46M 2021 Global,11,JPM,0.25,0.25,0.29,0.16,0.05
Financial Chronos Small 46M 2021 Global,11,KR,0.42,0.17,0.17,0.12,0.12
Financial Chronos Small 46M 2021 Global,11,LQD,0.0,0.16,0.28,0.47,0.09
Financial Chronos Small 46M 2021 Global,11,MCHI,0.34,0.19,0.2,0.14,0.13
Financial Chronos Small 46M 2021 Global,11,META,0.56,0.04,0.11,0.02,0.27
Financial Chronos Small 46M 2021 Global,11,MVEU.L,0.01,0.06,0.28,0.54,0.11
Financial Chronos Small 46M 2021 Global,11,OGN,0.59,0.19,0.08,0.11,0.03
Financial Chronos Small 46M 2021 Global,11,PG,0.28,0.18,0.17,0.22,0.15
Financial Chronos Small 46M 2021 Global,11,PPL,0.24,0.15,0.2,0.2,0.21
Financial Chronos Small 46M 2021 Global,11,PRU,0.15,0.21,0.22,0.21,0.21
Financial Chronos Small 46M 2021 Global,11,PYPL,0.67,0.06,0.05,0.07,0.15
Financial Chronos Small 46M 2021 Global,11,RE,0.12,0.22,0.43,0.16,0.07
Financial Chronos Small 46M 2021 Global,11,REET,0.22,0.09,0.08,0.28,0.33
Financial Chronos Small 46M 2021 Global,11,ROL,0.34,0.15,0.19,0.2,0.12
Financial Chronos Small 46M 2021 Global,11,ROST,0.13,0.23,0.32,0.26,0.06
Financial Chronos Small 46M 2021 Global,11,SEGA.L,0.56,0.2,0.14,0.08,0.02
Financial Chronos Small 46M 2021 Global,11,SHY,0.08,0.59,0.31,0.02,0.0
Financial Chronos Small 46M 2021 Global,11,SLV,0.4,0.13,0.17,0.16,0.14
Financial Chronos Small 46M 2021 Global,11,SPMV.L,0.04,0.11,0.25,0.43,0.17
Financial Chronos Small 46M 2021 Global,11,TLT,0.58,0.17,0.11,0.11,0.03
Financial Chronos Small 46M 2021 Global,11,UNH,0.1,0.23,0.34,0.27,0.06
Financial Chronos Small 46M 2021 Global,11,URI,0.18,0.18,0.27,0.23,0.14
Financial Chronos Small 46M 2021 Global,11,V,0.3,0.33,0.18,0.14,0.05
Financial Chronos Small 46M 2021 Global,11,VRSK,0.09,0.31,0.38,0.21,0.01
Financial Chronos Small 46M 2021 Global,11,VXX,0.87,0.02,0.02,0.01,0.08
Financial Chronos Small 46M 2021 Global,11,WRK,0.5,0.13,0.09,0.11,0.17
Financial Chronos Small 46M 2021 Global,11,XLB,0.06,0.22,0.21,0.3,0.21
Financial Chronos Small 46M 2021 Global,11,XLC,0.07,0.09,0.08,0.11,0.65
Financial Chronos Small 46M 2021 Global,11,XLE,0.03,0.05,0.1,0.22,0.6
Financial Chronos Small 46M 2021 Global,11,XLF,0.12,0.15,0.27,0.23,0.23
Financial Chronos Small 46M 2021 Global,11,XLI,0.01,0.04,0.11,0.4,0.44
Financial Chronos Small 46M 2021 Global,11,XLK,0.06,0.16,0.12,0.16,0.5
Financial Chronos Small 46M 2021 Global,11,XLP,0.12,0.21,0.32,0.28,0.07
Financial Chronos Small 46M 2021 Global,11,XLU,0.31,0.27,0.2,0.19,0.03
Financial Chronos Small 46M 2021 Global,11,XLV,0.15,0.11,0.23,0.36,0.15
Financial Chronos Small 46M 2021 Global,11,XLY,0.18,0.42,0.08,0.05,0.27
Financial Chronos Small 46M 2021 Global,11,XOM,0.16,0.1,0.17,0.21,0.36
Financial Chronos Small 46M 2021 Global,12,ABBV,0.09,0.24,0.33,0.18,0.16
Financial Chronos Small 46M 2021 Global,12,ACN,0.2,0.33,0.18,0.07,0.22
Financial Chronos Small 46M 2021 Global,12,AEP,0.06,0.31,0.3,0.24,0.09
Financial Chronos Small 46M 2021 Global,12,AIZ,0.21,0.21,0.29,0.16,0.13
Financial Chronos Small 46M 2021 Global,12,ALLE,0.22,0.31,0.17,0.18,0.12
Financial Chronos Small 46M 2021 Global,12,AMAT,0.31,0.2,0.14,0.15,0.2
Financial Chronos Small 46M 2021 Global,12,AMP,0.14,0.23,0.21,0.2,0.22
Financial Chronos Small 46M 2021 Global,12,AMZN,0.34,0.18,0.14,0.13,0.21
Financial Chronos Small 46M 2021 Global,12,AVB,0.41,0.33,0.12,0.11,0.03
Financial Chronos Small 46M 2021 Global,12,AVY,0.07,0.25,0.28,0.27,0.13
Financial Chronos Small 46M 2021 Global,12,AXP,0.15,0.24,0.22,0.16,0.23
Financial Chronos Small 46M 2021 Global,12,BDX,0.31,0.27,0.28,0.12,0.02
Financial Chronos Small 46M 2021 Global,12,BF-B,0.33,0.22,0.17,0.18,0.1
Financial Chronos Small 46M 2021 Global,12,BMY,0.28,0.38,0.22,0.1,0.02
Financial Chronos Small 46M 2021 Global,12,BR,0.34,0.35,0.15,0.1,0.06
Financial Chronos Small 46M 2021 Global,12,CARR,0.36,0.2,0.25,0.11,0.08
Financial Chronos Small 46M 2021 Global,12,CDW,0.22,0.29,0.31,0.14,0.04
Financial Chronos Small 46M 2021 Global,12,CE,0.4,0.23,0.16,0.1,0.11
Financial Chronos Small 46M 2021 Global,12,CHTR,0.09,0.13,0.14,0.26,0.38
Financial Chronos Small 46M 2021 Global,12,CNC,0.13,0.24,0.4,0.12,0.11
Financial Chronos Small 46M 2021 Global,12,CNP,0.2,0.1,0.19,0.19,0.32
Financial Chronos Small 46M 2021 Global,12,COP,0.21,0.14,0.16,0.12,0.37
Financial Chronos Small 46M 2021 Global,12,CTAS,0.1,0.31,0.35,0.21,0.03
Financial Chronos Small 46M 2021 Global,12,CZR,0.35,0.09,0.06,0.1,0.4
Financial Chronos Small 46M 2021 Global,12,DG,0.14,0.05,0.17,0.29,0.35
Financial Chronos Small 46M 2021 Global,12,DPZ,0.32,0.35,0.17,0.11,0.05
Financial Chronos Small 46M 2021 Global,12,DRE,0.02,0.87,0.1,0.0,0.01
Financial Chronos Small 46M 2021 Global,12,DXC,0.32,0.13,0.11,0.18,0.26
Financial Chronos Small 46M 2021 Global,12,EWA,0.22,0.1,0.15,0.15,0.38
Financial Chronos Small 46M 2021 Global,12,EWC,0.05,0.07,0.06,0.27,0.55
Financial Chronos Small 46M 2021 Global,12,EWG,0.09,0.05,0.16,0.29,0.41
Financial Chronos Small 46M 2021 Global,12,EWH,0.34,0.09,0.11,0.13,0.33
Financial Chronos Small 46M 2021 Global,12,EWJ,0.16,0.12,0.07,0.27,0.38
Financial Chronos Small 46M 2021 Global,12,EWL,0.08,0.19,0.26,0.27,0.2
Financial Chronos Small 46M 2021 Global,12,EWQ,0.3,0.12,0.15,0.27,0.16
Financial Chronos Small 46M 2021 Global,12,EWT,0.09,0.35,0.29,0.21,0.06
Financial Chronos Small 46M 2021 Global,12,EWU,0.13,0.13,0.25,0.25,0.24
Financial Chronos Small 46M 2021 Global,12,EWY,0.24,0.21,0.11,0.24,0.2
Financial Chronos Small 46M 2021 Global,12,EWZ,0.33,0.18,0.18,0.17,0.14
Financial Chronos Small 46M 2021 Global,12,FTV,0.28,0.24,0.13,0.23,0.12
Financial Chronos Small 46M 2021 Global,12,GOOG,0.17,0.32,0.18,0.14,0.19
Financial Chronos Small 46M 2021 Global,12,GPC,0.02,0.2,0.29,0.27,0.22
Financial Chronos Small 46M 2021 Global,12,GSG,0.29,0.09,0.08,0.11,0.43
Financial Chronos Small 46M 2021 Global,12,HIG,0.11,0.08,0.17,0.24,0.4
Financial Chronos Small 46M 2021 Global,12,HIGH.L,0.01,0.22,0.37,0.31,0.09
Financial Chronos Small 46M 2021 Global,12,HST,0.33,0.12,0.1,0.19,0.26
Financial Chronos Small 46M 2021 Global,12,HYG,0.01,0.08,0.42,0.37,0.12
Financial Chronos Small 46M 2021 Global,12,IAU,0.19,0.17,0.23,0.23,0.18
Financial Chronos Small 46M 2021 Global,12,ICLN,0.55,0.05,0.11,0.09,0.2
Financial Chronos Small 46M 2021 Global,12,IEAA.L,0.15,0.22,0.36,0.24,0.03
Financial Chronos Small 46M 2021 Global,12,IEF,0.11,0.25,0.21,0.36,0.07
Financial Chronos Small 46M 2021 Global,12,IEFM.L,0.07,0.23,0.36,0.28,0.06
Financial Chronos Small 46M 2021 Global,12,IEMG,0.26,0.28,0.19,0.22,0.05
Financial Chronos Small 46M 2021 Global,12,IEUS,0.01,0.09,0.26,0.31,0.33
Financial Chronos Small 46M 2021 Global,12,IEVL.L,0.04,0.06,0.27,0.36,0.27
Financial Chronos Small 46M 2021 Global,12,IGF,0.16,0.15,0.22,0.32,0.15
Financial Chronos Small 46M 2021 Global,12,INDA,0.11,0.14,0.22,0.22,0.31
Financial Chronos Small 46M 2021 Global,12,IUMO.L,0.13,0.07,0.2,0.29,0.31
Financial Chronos Small 46M 2021 Global,12,IUVL.L,0.12,0.18,0.23,0.28,0.19
Financial Chronos Small 46M 2021 Global,12,IVV,0.12,0.23,0.13,0.23,0.29
Financial Chronos Small 46M 2021 Global,12,IWM,0.09,0.09,0.15,0.35,0.32
Financial Chronos Small 46M 2021 Global,12,IXN,0.05,0.12,0.08,0.1,0.65
Financial Chronos Small 46M 2021 Global,12,JPEA.L,0.05,0.16,0.23,0.27,0.29
Financial Chronos Small 46M 2021 Global,12,JPM,0.25,0.32,0.26,0.13,0.04
Financial Chronos Small 46M 2021 Global,12,KR,0.37,0.15,0.18,0.13,0.17
Financial Chronos Small 46M 2021 Global,12,LQD,0.02,0.24,0.22,0.47,0.05
Financial Chronos Small 46M 2021 Global,12,MCHI,0.42,0.22,0.2,0.09,0.07
Financial Chronos Small 46M 2021 Global,12,META,0.31,0.11,0.13,0.2,0.25
Financial Chronos Small 46M 2021 Global,12,MVEU.L,0.01,0.16,0.34,0.42,0.07
Financial Chronos Small 46M 2021 Global,12,OGN,0.4,0.25,0.19,0.08,0.08
Financial Chronos Small 46M 2021 Global,12,PG,0.06,0.2,0.37,0.18,0.19
Financial Chronos Small 46M 2021 Global,12,PPL,0.18,0.09,0.19,0.27,0.27
Financial Chronos Small 46M 2021 Global,12,PRU,0.3,0.13,0.11,0.27,0.19
Financial Chronos Small 46M 2021 Global,12,PYPL,0.54,0.07,0.04,0.07,0.28
Financial Chronos Small 46M 2021 Global,12,RE,0.06,0.36,0.25,0.24,0.09
Financial Chronos Small 46M 2021 Global,12,REET,0.18,0.08,0.13,0.15,0.46
Financial Chronos Small 46M 2021 Global,12,ROL,0.34,0.25,0.15,0.18,0.08
Financial Chronos Small 46M 2021 Global,12,ROST,0.2,0.24,0.32,0.2,0.04
Financial Chronos Small 46M 2021 Global,12,SEGA.L,0.31,0.49,0.13,0.07,0.0
Financial Chronos Small 46M 2021 Global,12,SHY,0.15,0.46,0.37,0.02,0.0
Financial Chronos Small 46M 2021 Global,12,SLV,0.32,0.11,0.16,0.18,0.23
Financial Chronos Small 46M 2021 Global,12,SPMV.L,0.03,0.21,0.14,0.47,0.15
Financial Chronos Small 46M 2021 Global,12,TLT,0.53,0.28,0.09,0.06,0.04
Financial Chronos Small 46M 2021 Global,12,UNH,0.06,0.36,0.31,0.17,0.1
Financial Chronos Small 46M 2021 Global,12,URI,0.21,0.17,0.21,0.32,0.09
Financial Chronos Small 46M 2021 Global,12,V,0.3,0.25,0.18,0.12,0.15
Financial Chronos Small 46M 2021 Global,12,VRSK,0.1,0.23,0.36,0.26,0.05
Financial Chronos Small 46M 2021 Global,12,VXX,0.92,0.04,0.03,0.0,0.01
Financial Chronos Small 46M 2021 Global,12,WRK,0.53,0.08,0.16,0.11,0.12
Financial Chronos Small 46M 2021 Global,12,XLB,0.09,0.27,0.34,0.2,0.1
Financial Chronos Small 46M 2021 Global,12,XLC,0.05,0.21,0.25,0.15,0.34
Financial Chronos Small 46M 2021 Global,12,XLE,0.04,0.16,0.14,0.16,0.5
Financial Chronos Small 46M 2021 Global,12,XLF,0.2,0.15,0.18,0.29,0.18
Financial Chronos Small 46M 2021 Global,12,XLI,0.03,0.16,0.28,0.33,0.2
Financial Chronos Small 46M 2021 Global,12,XLK,0.04,0.23,0.08,0.09,0.56
Financial Chronos Small 46M 2021 Global,12,XLP,0.03,0.24,0.34,0.31,0.08
Financial Chronos Small 46M 2021 Global,12,XLU,0.01,0.1,0.11,0.29,0.49
Financial Chronos Small 46M 2021 Global,12,XLV,0.38,0.11,0.17,0.2,0.14
Financial Chronos Small 46M 2021 Global,12,XLY,0.11,0.14,0.11,0.1,0.54
Financial Chronos Small 46M 2021 Global,12,XOM,0.14,0.05,0.03,0.21,0.57
