model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (spatiotemporal Gaussian copula),8,AVB,0.177,0.202,0.186,0.197,0.238,0.2617678
Chronos-2 120M (spatiotemporal Gaussian copula),8,AVY,0.223,0.205,0.178,0.193,0.201,0.12811
Chronos-2 120M (spatiotemporal Gaussian copula),8,AXP,0.214,0.156,0.146,0.183,0.301,0.1535106
Chronos-2 120M (spatiotemporal Gaussian copula),8,BDX,0.224,0.185,0.18,0.179,0.232,0.12444039999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,BF-B,0.148,0.206,0.202,0.228,0.216,0.13660239999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,BMY,0.212,0.211,0.182,0.177,0.218,0.2402844
Chronos-2 120M (spatiotemporal Gaussian copula),8,BR,0.142,0.193,0.197,0.228,0.24,0.2910026
Chronos-2 120M (spatiotemporal Gaussian copula),8,CARR,0.287,0.171,0.15,0.185,0.207,0.11452920000000003
Chronos-2 120M (spatiotemporal Gaussian copula),8,CDW,0.162,0.203,0.168,0.227,0.24,0.14103159999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,CE,0.325,0.177,0.152,0.168,0.178,0.17100579999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,CHTR,0.4,0.142,0.129,0.122,0.207,0.1441708
Chronos-2 120M (spatiotemporal Gaussian copula),8,CNC,0.283,0.15,0.121,0.161,0.285,0.13634380000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,CNP,0.107,0.165,0.195,0.231,0.302,0.3405452
Chronos-2 120M (spatiotemporal Gaussian copula),8,COP,0.191,0.114,0.075,0.11,0.51,0.1028012
Chronos-2 120M (spatiotemporal Gaussian copula),8,CTAS,0.149,0.195,0.198,0.249,0.209,0.07879639999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,CZR,0.378,0.079,0.069,0.103,0.371,0.20881
Chronos-2 120M (spatiotemporal Gaussian copula),8,DG,0.262,0.184,0.162,0.175,0.217,0.1368626
Chronos-2 120M (spatiotemporal Gaussian copula),8,DPZ,0.388,0.154,0.112,0.128,0.218,0.12230960000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,DRE,0.198,0.185,0.172,0.185,0.26,0.13710360000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,DXC,0.289,0.119,0.099,0.118,0.375,0.1795318
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWA,0.075,0.24,0.296,0.295,0.094,0.12700140000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWC,0.053,0.247,0.327,0.297,0.076,0.12754279999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWG,0.2,0.271,0.23,0.204,0.095,0.0720534
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWH,0.196,0.272,0.216,0.205,0.111,0.08672339999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWJ,0.12,0.3,0.325,0.206,0.049,0.05164519999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWL,0.09,0.297,0.334,0.229,0.05,0.047642
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWQ,0.085,0.222,0.298,0.279,0.116,0.05419100000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWT,0.136,0.224,0.253,0.236,0.151,0.2657332
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWU,0.066,0.215,0.326,0.284,0.109,0.049929400000000006
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWY,0.188,0.232,0.236,0.217,0.127,0.10124179999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,EWZ,0.231,0.157,0.135,0.165,0.312,0.19015560000000004
Chronos-2 120M (spatiotemporal Gaussian copula),8,FTV,0.13,0.221,0.248,0.229,0.172,0.0660972
Chronos-2 120M (spatiotemporal Gaussian copula),8,GOOG,0.243,0.158,0.159,0.176,0.264,0.0966292
Chronos-2 120M (spatiotemporal Gaussian copula),8,GPC,0.107,0.163,0.195,0.252,0.283,0.16293260000000004
Chronos-2 120M (spatiotemporal Gaussian copula),8,GSG,0.209,0.124,0.127,0.18,0.36,0.15515399999999996
Chronos-2 120M (spatiotemporal Gaussian copula),8,HIG,0.157,0.2,0.219,0.212,0.212,0.22096359999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,HIGH.L,0.124,0.321,0.286,0.215,0.054,0.32853560000000004
Chronos-2 120M (spatiotemporal Gaussian copula),8,HST,0.255,0.136,0.102,0.154,0.353,0.11711279999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,HYG,0.057,0.36,0.337,0.215,0.031,0.149323
Chronos-2 120M (spatiotemporal Gaussian copula),8,IAU,0.281,0.206,0.174,0.168,0.171,0.28805840000000005
Chronos-2 120M (spatiotemporal Gaussian copula),8,ICLN,0.252,0.142,0.13,0.17,0.306,0.2493904
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEAA.L,0.231,0.275,0.24,0.181,0.073,0.1742484
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEF,0.264,0.252,0.196,0.168,0.12,0.17145919999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEFM.L,0.177,0.232,0.229,0.218,0.144,0.125278
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEMG,0.122,0.287,0.26,0.244,0.087,0.09625899999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEUS,0.15,0.276,0.265,0.216,0.093,0.09122119999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,IEVL.L,0.084,0.215,0.243,0.249,0.209,0.08678040000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,IGF,0.009,0.199,0.387,0.344,0.061,0.3554182
Chronos-2 120M (spatiotemporal Gaussian copula),8,INDA,0.072,0.205,0.264,0.288,0.171,0.06436700000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,IUMO.L,0.201,0.222,0.213,0.197,0.167,0.26354299999999997
Chronos-2 120M (spatiotemporal Gaussian copula),8,IUVL.L,0.166,0.198,0.218,0.222,0.196,0.1074384
Chronos-2 120M (spatiotemporal Gaussian copula),8,IVV,0.019,0.231,0.373,0.35,0.027,0.0411438
Chronos-2 120M (spatiotemporal Gaussian copula),8,IWM,0.072,0.231,0.234,0.289,0.174,0.06832759999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,IXN,0.204,0.224,0.211,0.211,0.15,0.1043242
Chronos-2 120M (spatiotemporal Gaussian copula),8,JPEA.L,0.2,0.286,0.25,0.187,0.077,0.0703642
Chronos-2 120M (spatiotemporal Gaussian copula),8,JPM,0.194,0.204,0.172,0.219,0.211,0.11309220000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,KR,0.275,0.136,0.136,0.134,0.319,0.14590319999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,LQD,0.237,0.28,0.228,0.183,0.072,0.07873340000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,MCHI,0.36,0.168,0.125,0.138,0.209,0.15929480000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,META,0.45,0.114,0.083,0.093,0.26,0.136961
Chronos-2 120M (spatiotemporal Gaussian copula),8,MVEU.L,0.139,0.265,0.261,0.217,0.118,0.12773720000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,OGN,0.242,0.168,0.144,0.183,0.263,0.23814979999999997
Chronos-2 120M (spatiotemporal Gaussian copula),8,PG,0.221,0.213,0.227,0.171,0.168,0.10246840000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,PPL,0.139,0.166,0.221,0.237,0.237,0.3010381999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,PRU,0.183,0.187,0.194,0.196,0.24,0.21321700000000005
Chronos-2 120M (spatiotemporal Gaussian copula),8,PYPL,0.409,0.109,0.095,0.103,0.284,0.162406
Chronos-2 120M (spatiotemporal Gaussian copula),8,RE,0.154,0.177,0.186,0.19,0.293,0.09728299999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,REET,0.048,0.228,0.334,0.304,0.086,0.3179951999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,ROL,0.22,0.169,0.139,0.183,0.289,0.19680520000000004
Chronos-2 120M (spatiotemporal Gaussian copula),8,ROST,0.247,0.127,0.101,0.164,0.361,0.1717662
Chronos-2 120M (spatiotemporal Gaussian copula),8,SEGA.L,0.297,0.241,0.184,0.169,0.109,0.1821636
Chronos-2 120M (spatiotemporal Gaussian copula),8,SHY,0.194,0.27,0.233,0.197,0.106,0.3075954000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,SLV,0.32,0.14,0.158,0.141,0.241,0.10360100000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,SPMV.L,0.129,0.232,0.256,0.263,0.12,0.10841019999999998
Chronos-2 120M (spatiotemporal Gaussian copula),8,TLT,0.385,0.197,0.124,0.137,0.157,0.11960679999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,UNH,0.145,0.165,0.186,0.229,0.275,0.1777532
Chronos-2 120M (spatiotemporal Gaussian copula),8,URI,0.257,0.134,0.108,0.143,0.358,0.119219
Chronos-2 120M (spatiotemporal Gaussian copula),8,V,0.207,0.207,0.194,0.185,0.207,0.1253516
Chronos-2 120M (spatiotemporal Gaussian copula),8,VRSK,0.227,0.217,0.185,0.185,0.186,0.10658039999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,VXX,0.653,0.06,0.056,0.065,0.166,0.4443390000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,WRK,0.384,0.157,0.12,0.132,0.207,0.11958139999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLB,0.063,0.293,0.332,0.261,0.051,0.04613
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLC,0.207,0.254,0.212,0.195,0.132,0.09154460000000003
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLE,0.202,0.116,0.12,0.136,0.426,0.1326496
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLF,0.054,0.212,0.306,0.284,0.144,0.05551839999999999
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLI,0.029,0.3,0.392,0.249,0.03,0.12596460000000004
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLK,0.18,0.24,0.215,0.213,0.152,0.10502580000000002
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLP,0.078,0.236,0.314,0.271,0.101,0.101853
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLU,0.1,0.237,0.202,0.249,0.212,0.3014068000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLV,0.077,0.251,0.274,0.276,0.122,0.2493602000000001
Chronos-2 120M (spatiotemporal Gaussian copula),8,XLY,0.236,0.201,0.163,0.2,0.2,0.220133
Chronos-2 120M (spatiotemporal Gaussian copula),8,XOM,0.197,0.118,0.104,0.163,0.418,0.1304638
Chronos-2 120M (spatiotemporal Gaussian copula),9,ABBV,0.127,0.144,0.19,0.21,0.329,0.18926639999999995
Chronos-2 120M (spatiotemporal Gaussian copula),9,ACN,0.124,0.182,0.213,0.255,0.226,0.0858898
Chronos-2 120M (spatiotemporal Gaussian copula),9,AEP,0.265,0.182,0.181,0.157,0.215,0.1121286
Chronos-2 120M (spatiotemporal Gaussian copula),9,AIZ,0.192,0.172,0.198,0.215,0.223,0.2597866
Chronos-2 120M (spatiotemporal Gaussian copula),9,ALLE,0.224,0.198,0.182,0.204,0.192,0.24918800000000005
Chronos-2 120M (spatiotemporal Gaussian copula),9,AMAT,0.332,0.123,0.095,0.113,0.337,0.21186360000000004
Chronos-2 120M (spatiotemporal Gaussian copula),9,AMP,0.141,0.167,0.16,0.209,0.323,0.1584196
Chronos-2 120M (spatiotemporal Gaussian copula),9,AMZN,0.337,0.142,0.111,0.129,0.281,0.19161420000000004
Chronos-2 120M (spatiotemporal Gaussian copula),9,AVB,0.235,0.209,0.178,0.193,0.185,0.21429400000000004
Chronos-2 120M (spatiotemporal Gaussian copula),9,AVY,0.194,0.197,0.198,0.199,0.212,0.0808764
Chronos-2 120M (spatiotemporal Gaussian copula),9,AXP,0.275,0.169,0.149,0.188,0.219,0.09727419999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,BDX,0.249,0.202,0.178,0.183,0.188,0.20767739999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,BF-B,0.221,0.239,0.196,0.2,0.144,0.09590260000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,BMY,0.198,0.209,0.191,0.187,0.215,0.11973639999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,BR,0.174,0.225,0.208,0.2,0.193,0.24703500000000006
Chronos-2 120M (spatiotemporal Gaussian copula),9,CARR,0.258,0.17,0.161,0.192,0.219,0.24132600000000007
Chronos-2 120M (spatiotemporal Gaussian copula),9,CDW,0.166,0.201,0.177,0.227,0.229,0.2105244
Chronos-2 120M (spatiotemporal Gaussian copula),9,CE,0.325,0.179,0.15,0.167,0.179,0.29227960000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,CHTR,0.354,0.136,0.135,0.13,0.245,0.2652132
Chronos-2 120M (spatiotemporal Gaussian copula),9,CNC,0.312,0.15,0.136,0.156,0.246,0.10658159999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,CNP,0.252,0.206,0.165,0.169,0.208,0.09173219999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,COP,0.188,0.106,0.075,0.107,0.524,0.1589034
Chronos-2 120M (spatiotemporal Gaussian copula),9,CTAS,0.148,0.213,0.19,0.249,0.2,0.0991652
Chronos-2 120M (spatiotemporal Gaussian copula),9,CZR,0.434,0.091,0.068,0.102,0.305,0.259731
Chronos-2 120M (spatiotemporal Gaussian copula),9,DG,0.218,0.167,0.161,0.193,0.261,0.1399972
Chronos-2 120M (spatiotemporal Gaussian copula),9,DPZ,0.328,0.131,0.124,0.142,0.275,0.1467558
Chronos-2 120M (spatiotemporal Gaussian copula),9,DRE,0.13,0.225,0.19,0.236,0.219,0.2855822
Chronos-2 120M (spatiotemporal Gaussian copula),9,DXC,0.271,0.132,0.091,0.131,0.375,0.1653022
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWA,0.094,0.26,0.289,0.279,0.078,0.110737
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWC,0.064,0.285,0.319,0.282,0.05,0.11492419999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWG,0.212,0.235,0.22,0.203,0.13,0.2893083999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWH,0.213,0.259,0.209,0.204,0.115,0.08782780000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWJ,0.104,0.306,0.328,0.21,0.052,0.050052799999999995
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWL,0.084,0.273,0.325,0.256,0.062,0.12069460000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWQ,0.097,0.223,0.272,0.271,0.137,0.24140840000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWT,0.2,0.25,0.262,0.199,0.089,0.151473
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWU,0.083,0.221,0.295,0.283,0.118,0.09440600000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWY,0.218,0.233,0.24,0.194,0.115,0.30232620000000004
Chronos-2 120M (spatiotemporal Gaussian copula),9,EWZ,0.277,0.155,0.131,0.163,0.274,0.22227959999999997
Chronos-2 120M (spatiotemporal Gaussian copula),9,FTV,0.138,0.221,0.247,0.234,0.16,0.1081522
Chronos-2 120M (spatiotemporal Gaussian copula),9,GOOG,0.213,0.139,0.196,0.18,0.272,0.26351220000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,GPC,0.081,0.128,0.186,0.274,0.331,0.0631656
Chronos-2 120M (spatiotemporal Gaussian copula),9,GSG,0.224,0.12,0.119,0.16,0.377,0.29260200000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,HIG,0.128,0.155,0.187,0.227,0.303,0.0818364
Chronos-2 120M (spatiotemporal Gaussian copula),9,HIGH.L,0.112,0.278,0.295,0.236,0.079,0.09802199999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,HST,0.223,0.135,0.109,0.151,0.382,0.12158120000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,HYG,0.045,0.314,0.348,0.244,0.049,0.2822312
Chronos-2 120M (spatiotemporal Gaussian copula),9,IAU,0.254,0.224,0.174,0.177,0.171,0.09746900000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,ICLN,0.341,0.173,0.136,0.148,0.202,0.1687562
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEAA.L,0.191,0.269,0.244,0.192,0.104,0.2089026
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEF,0.249,0.236,0.212,0.166,0.137,0.1879608
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEFM.L,0.159,0.229,0.235,0.222,0.155,0.1131958
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEMG,0.174,0.313,0.257,0.201,0.055,0.06720119999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEUS,0.16,0.268,0.253,0.219,0.1,0.296509
Chronos-2 120M (spatiotemporal Gaussian copula),9,IEVL.L,0.097,0.216,0.238,0.258,0.191,0.14389200000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,IGF,0.046,0.297,0.373,0.243,0.041,0.04042040000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,INDA,0.08,0.225,0.271,0.267,0.157,0.06076999999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,IUMO.L,0.14,0.236,0.24,0.232,0.152,0.11590720000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,IUVL.L,0.152,0.21,0.207,0.235,0.196,0.07566500000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,IVV,0.015,0.23,0.376,0.353,0.026,0.0409134
Chronos-2 120M (spatiotemporal Gaussian copula),9,IWM,0.082,0.255,0.259,0.271,0.133,0.06023959999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,IXN,0.169,0.217,0.213,0.23,0.171,0.11311979999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,JPEA.L,0.202,0.287,0.239,0.195,0.077,0.07636760000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,JPM,0.165,0.187,0.166,0.212,0.27,0.1904706
Chronos-2 120M (spatiotemporal Gaussian copula),9,KR,0.273,0.124,0.13,0.124,0.349,0.11553359999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,LQD,0.2,0.26,0.239,0.199,0.102,0.20652100000000004
Chronos-2 120M (spatiotemporal Gaussian copula),9,MCHI,0.454,0.163,0.126,0.107,0.15,0.08827080000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,META,0.388,0.114,0.11,0.095,0.293,0.1717882
Chronos-2 120M (spatiotemporal Gaussian copula),9,MVEU.L,0.123,0.268,0.23,0.243,0.136,0.10962939999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,OGN,0.348,0.159,0.144,0.134,0.215,0.1092358
Chronos-2 120M (spatiotemporal Gaussian copula),9,PG,0.26,0.217,0.209,0.171,0.143,0.0828348
Chronos-2 120M (spatiotemporal Gaussian copula),9,PPL,0.213,0.194,0.187,0.21,0.196,0.08285399999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,PRU,0.135,0.158,0.172,0.214,0.321,0.08466800000000001
Chronos-2 120M (spatiotemporal Gaussian copula),9,PYPL,0.405,0.112,0.097,0.11,0.276,0.13129720000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,RE,0.168,0.171,0.165,0.188,0.308,0.098405
Chronos-2 120M (spatiotemporal Gaussian copula),9,REET,0.112,0.322,0.304,0.21,0.052,0.1496496
Chronos-2 120M (spatiotemporal Gaussian copula),9,ROL,0.257,0.163,0.161,0.172,0.247,0.22940380000000005
Chronos-2 120M (spatiotemporal Gaussian copula),9,ROST,0.302,0.135,0.128,0.147,0.288,0.2216684
Chronos-2 120M (spatiotemporal Gaussian copula),9,SEGA.L,0.282,0.233,0.191,0.166,0.128,0.1707138
Chronos-2 120M (spatiotemporal Gaussian copula),9,SHY,0.173,0.238,0.228,0.232,0.129,0.23556239999999992
Chronos-2 120M (spatiotemporal Gaussian copula),9,SLV,0.348,0.16,0.134,0.148,0.21,0.2830864
Chronos-2 120M (spatiotemporal Gaussian copula),9,SPMV.L,0.137,0.264,0.251,0.244,0.104,0.101898
Chronos-2 120M (spatiotemporal Gaussian copula),9,TLT,0.354,0.187,0.133,0.159,0.167,0.15243240000000005
Chronos-2 120M (spatiotemporal Gaussian copula),9,UNH,0.133,0.166,0.196,0.222,0.283,0.3156407999999999
Chronos-2 120M (spatiotemporal Gaussian copula),9,URI,0.226,0.138,0.123,0.144,0.369,0.1637804
Chronos-2 120M (spatiotemporal Gaussian copula),9,V,0.165,0.197,0.198,0.206,0.234,0.081325
Chronos-2 120M (spatiotemporal Gaussian copula),9,VRSK,0.217,0.21,0.184,0.181,0.208,0.11400059999999998
Chronos-2 120M (spatiotemporal Gaussian copula),9,VXX,0.526,0.07,0.048,0.051,0.305,0.12153059999999996
Chronos-2 120M (spatiotemporal Gaussian copula),9,WRK,0.319,0.168,0.147,0.156,0.21,0.2729972
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLB,0.054,0.255,0.325,0.299,0.067,0.27416840000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLC,0.152,0.243,0.213,0.242,0.15,0.2522586
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLE,0.174,0.098,0.115,0.136,0.477,0.0963116
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLF,0.055,0.22,0.305,0.287,0.133,0.08654780000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLI,0.019,0.231,0.413,0.299,0.038,0.2855748
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLK,0.153,0.219,0.235,0.228,0.165,0.1114934
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLP,0.065,0.221,0.3,0.284,0.13,0.14046339999999996
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLU,0.215,0.236,0.183,0.225,0.141,0.08069260000000002
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLV,0.057,0.236,0.278,0.294,0.135,0.14107280000000003
Chronos-2 120M (spatiotemporal Gaussian copula),9,XLY,0.217,0.219,0.181,0.204,0.179,0.108783
Chronos-2 120M (spatiotemporal Gaussian copula),9,XOM,0.163,0.102,0.096,0.155,0.484,0.0922742
Chronos-2 120M (spatiotemporal Gaussian copula),10,ABBV,0.191,0.2,0.177,0.184,0.248,0.21549800000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,ACN,0.21,0.24,0.222,0.212,0.116,0.07352800000000001
Chronos-2 120M (spatiotemporal Gaussian copula),10,AEP,0.23,0.192,0.175,0.18,0.223,0.2382244
Chronos-2 120M (spatiotemporal Gaussian copula),10,AIZ,0.423,0.196,0.137,0.121,0.123,0.22975099999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,ALLE,0.21,0.161,0.165,0.185,0.279,0.2625756
Chronos-2 120M (spatiotemporal Gaussian copula),10,AMAT,0.226,0.115,0.091,0.119,0.449,0.2019164
Chronos-2 120M (spatiotemporal Gaussian copula),10,AMP,0.094,0.153,0.168,0.209,0.376,0.21188919999999997
Chronos-2 120M (spatiotemporal Gaussian copula),10,AMZN,0.458,0.142,0.098,0.105,0.197,0.11675540000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,AVB,0.396,0.199,0.163,0.132,0.11,0.219501
Chronos-2 120M (spatiotemporal Gaussian copula),10,AVY,0.134,0.165,0.182,0.193,0.326,0.17699879999999996
Chronos-2 120M (spatiotemporal Gaussian copula),10,AXP,0.249,0.18,0.147,0.206,0.218,0.09466840000000001
Chronos-2 120M (spatiotemporal Gaussian copula),10,BDX,0.218,0.186,0.175,0.186,0.235,0.22624119999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,BF-B,0.197,0.239,0.196,0.214,0.154,0.103209
Chronos-2 120M (spatiotemporal Gaussian copula),10,BMY,0.218,0.234,0.162,0.181,0.205,0.2521698
Chronos-2 120M (spatiotemporal Gaussian copula),10,BR,0.273,0.234,0.199,0.152,0.142,0.1700356
Chronos-2 120M (spatiotemporal Gaussian copula),10,CARR,0.165,0.179,0.142,0.184,0.33,0.16613139999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,CDW,0.102,0.209,0.178,0.25,0.261,0.08727339999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,CE,0.232,0.137,0.133,0.175,0.323,0.26806359999999996
Chronos-2 120M (spatiotemporal Gaussian copula),10,CHTR,0.335,0.129,0.104,0.153,0.279,0.1327972
Chronos-2 120M (spatiotemporal Gaussian copula),10,CNC,0.27,0.145,0.125,0.166,0.294,0.20703220000000006
Chronos-2 120M (spatiotemporal Gaussian copula),10,CNP,0.21,0.208,0.186,0.192,0.204,0.24345119999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,COP,0.181,0.092,0.079,0.116,0.532,0.3804436
Chronos-2 120M (spatiotemporal Gaussian copula),10,CTAS,0.157,0.267,0.208,0.22,0.148,0.12515060000000003
Chronos-2 120M (spatiotemporal Gaussian copula),10,CZR,0.359,0.088,0.075,0.106,0.372,0.21671160000000006
Chronos-2 120M (spatiotemporal Gaussian copula),10,DG,0.247,0.191,0.151,0.193,0.218,0.11865960000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,DPZ,0.296,0.149,0.124,0.133,0.298,0.13404120000000003
Chronos-2 120M (spatiotemporal Gaussian copula),10,DRE,0.135,0.244,0.247,0.243,0.131,0.06378059999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,DXC,0.353,0.119,0.095,0.121,0.312,0.19644520000000001
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWA,0.08,0.24,0.279,0.299,0.102,0.095601
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWC,0.04,0.233,0.327,0.331,0.069,0.138978
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWG,0.147,0.196,0.212,0.243,0.202,0.09761739999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWH,0.205,0.196,0.17,0.204,0.225,0.22589840000000003
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWJ,0.05,0.224,0.306,0.31,0.11,0.0532152
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWL,0.108,0.278,0.319,0.233,0.062,0.0959058
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWQ,0.08,0.222,0.243,0.299,0.156,0.08379299999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWT,0.094,0.182,0.232,0.269,0.223,0.078561
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWU,0.078,0.216,0.311,0.288,0.107,0.2511988
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWY,0.078,0.136,0.175,0.271,0.34,0.3913602
Chronos-2 120M (spatiotemporal Gaussian copula),10,EWZ,0.375,0.141,0.107,0.138,0.239,0.11482619999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,FTV,0.105,0.207,0.243,0.253,0.192,0.3018516
Chronos-2 120M (spatiotemporal Gaussian copula),10,GOOG,0.283,0.164,0.147,0.169,0.237,0.20818060000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,GPC,0.118,0.192,0.205,0.249,0.236,0.086189
Chronos-2 120M (spatiotemporal Gaussian copula),10,GSG,0.226,0.125,0.115,0.164,0.37,0.2884666
Chronos-2 120M (spatiotemporal Gaussian copula),10,HIG,0.144,0.169,0.2,0.221,0.266,0.090526
