model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (independent quantile sampling),8,XLB,0.17,0.215,0.185,0.277,0.153,0.07708679999999998
Chronos-2 120M (independent quantile sampling),8,XLC,0.249,0.193,0.177,0.167,0.214,0.1128644
Chronos-2 120M (independent quantile sampling),8,XLE,0.2,0.117,0.147,0.163,0.373,0.14978280000000002
Chronos-2 120M (independent quantile sampling),8,XLF,0.153,0.182,0.189,0.269,0.207,0.08101179999999998
Chronos-2 120M (independent quantile sampling),8,XLI,0.176,0.23,0.209,0.229,0.156,0.1196746
Chronos-2 120M (independent quantile sampling),8,XLK,0.221,0.2,0.18,0.186,0.213,0.11773039999999999
Chronos-2 120M (independent quantile sampling),8,XLP,0.075,0.223,0.307,0.296,0.099,0.094051
Chronos-2 120M (independent quantile sampling),8,XLU,0.099,0.201,0.245,0.268,0.187,0.308759
Chronos-2 120M (independent quantile sampling),8,XLV,0.109,0.222,0.266,0.266,0.137,0.24452400000000002
Chronos-2 120M (independent quantile sampling),8,XLY,0.278,0.168,0.151,0.161,0.242,0.20983459999999993
Chronos-2 120M (independent quantile sampling),8,XOM,0.202,0.122,0.123,0.162,0.391,0.14329399999999998
Chronos-2 120M (independent quantile sampling),9,ABBV,0.111,0.145,0.17,0.274,0.3,0.19706659999999998
Chronos-2 120M (independent quantile sampling),9,ACN,0.199,0.182,0.144,0.211,0.264,0.10601659999999999
Chronos-2 120M (independent quantile sampling),9,AEP,0.182,0.228,0.202,0.222,0.166,0.11186479999999999
Chronos-2 120M (independent quantile sampling),9,AIZ,0.162,0.194,0.194,0.24,0.21,0.272716
Chronos-2 120M (independent quantile sampling),9,ALLE,0.226,0.178,0.16,0.2,0.236,0.22321680000000002
Chronos-2 120M (independent quantile sampling),9,AMAT,0.334,0.111,0.1,0.129,0.326,0.21217640000000001
Chronos-2 120M (independent quantile sampling),9,AMP,0.214,0.152,0.127,0.187,0.32,0.17704019999999998
Chronos-2 120M (independent quantile sampling),9,AMZN,0.331,0.15,0.088,0.147,0.284,0.19666780000000003
Chronos-2 120M (independent quantile sampling),9,AVB,0.238,0.202,0.155,0.199,0.206,0.220141
Chronos-2 120M (independent quantile sampling),9,AVY,0.232,0.179,0.161,0.174,0.254,0.094089
Chronos-2 120M (independent quantile sampling),9,AXP,0.261,0.172,0.145,0.18,0.242,0.0984516
Chronos-2 120M (independent quantile sampling),9,BDX,0.187,0.213,0.209,0.217,0.174,0.24082520000000002
Chronos-2 120M (independent quantile sampling),9,BF-B,0.213,0.236,0.201,0.222,0.128,0.09757080000000003
Chronos-2 120M (independent quantile sampling),9,BMY,0.14,0.22,0.239,0.261,0.14,0.12192019999999999
Chronos-2 120M (independent quantile sampling),9,BR,0.238,0.181,0.179,0.206,0.196,0.223645
Chronos-2 120M (independent quantile sampling),9,CARR,0.23,0.175,0.158,0.165,0.272,0.21277560000000006
Chronos-2 120M (independent quantile sampling),9,CDW,0.221,0.17,0.161,0.199,0.249,0.21408540000000004
Chronos-2 120M (independent quantile sampling),9,CE,0.335,0.16,0.12,0.164,0.221,0.2684632
Chronos-2 120M (independent quantile sampling),9,CHTR,0.338,0.154,0.133,0.165,0.21,0.2742066
Chronos-2 120M (independent quantile sampling),9,CNC,0.291,0.157,0.151,0.164,0.237,0.100471
Chronos-2 120M (independent quantile sampling),9,CNP,0.233,0.182,0.158,0.232,0.195,0.08937359999999998
Chronos-2 120M (independent quantile sampling),9,COP,0.192,0.099,0.111,0.133,0.465,0.1390748
Chronos-2 120M (independent quantile sampling),9,CTAS,0.172,0.198,0.152,0.24,0.238,0.0991224
Chronos-2 120M (independent quantile sampling),9,CZR,0.423,0.09,0.075,0.096,0.316,0.25113959999999996
Chronos-2 120M (independent quantile sampling),9,DG,0.174,0.205,0.2,0.217,0.204,0.1269548
Chronos-2 120M (independent quantile sampling),9,DPZ,0.284,0.155,0.135,0.167,0.259,0.13398679999999996
Chronos-2 120M (independent quantile sampling),9,DRE,0.148,0.192,0.203,0.236,0.221,0.28383880000000006
Chronos-2 120M (independent quantile sampling),9,DXC,0.277,0.12,0.092,0.138,0.373,0.16811760000000003
Chronos-2 120M (independent quantile sampling),9,EWA,0.17,0.23,0.211,0.243,0.146,0.11670739999999999
Chronos-2 120M (independent quantile sampling),9,EWC,0.167,0.246,0.202,0.219,0.166,0.12084780000000002
Chronos-2 120M (independent quantile sampling),9,EWG,0.287,0.195,0.148,0.179,0.191,0.2732148
Chronos-2 120M (independent quantile sampling),9,EWH,0.162,0.275,0.214,0.239,0.11,0.09542279999999999
Chronos-2 120M (independent quantile sampling),9,EWJ,0.143,0.265,0.259,0.236,0.097,0.0614422
Chronos-2 120M (independent quantile sampling),9,EWL,0.12,0.249,0.247,0.259,0.125,0.10912839999999999
Chronos-2 120M (independent quantile sampling),9,EWQ,0.183,0.19,0.18,0.232,0.215,0.2189304
Chronos-2 120M (independent quantile sampling),9,EWT,0.211,0.247,0.194,0.223,0.125,0.13900279999999995
Chronos-2 120M (independent quantile sampling),9,EWU,0.153,0.223,0.223,0.234,0.167,0.110295
Chronos-2 120M (independent quantile sampling),9,EWY,0.264,0.226,0.185,0.192,0.133,0.30342199999999997
Chronos-2 120M (independent quantile sampling),9,EWZ,0.262,0.169,0.147,0.175,0.247,0.22149959999999996
Chronos-2 120M (independent quantile sampling),9,FTV,0.208,0.207,0.167,0.2,0.218,0.1203474
Chronos-2 120M (independent quantile sampling),9,GOOG,0.254,0.142,0.135,0.184,0.285,0.2445036
Chronos-2 120M (independent quantile sampling),9,GPC,0.091,0.175,0.161,0.232,0.341,0.0755294
Chronos-2 120M (independent quantile sampling),9,GSG,0.178,0.145,0.162,0.215,0.3,0.29784760000000005
Chronos-2 120M (independent quantile sampling),9,HIG,0.192,0.137,0.157,0.223,0.291,0.0931964
Chronos-2 120M (independent quantile sampling),9,HIGH.L,0.023,0.294,0.48,0.199,0.004,0.10164860000000002
Chronos-2 120M (independent quantile sampling),9,HST,0.217,0.113,0.123,0.185,0.362,0.11724839999999999
Chronos-2 120M (independent quantile sampling),9,HYG,0.043,0.291,0.402,0.228,0.036,0.2860794
Chronos-2 120M (independent quantile sampling),9,IAU,0.13,0.308,0.292,0.22,0.05,0.08162880000000003
Chronos-2 120M (independent quantile sampling),9,ICLN,0.357,0.156,0.121,0.157,0.209,0.16725099999999998
Chronos-2 120M (independent quantile sampling),9,IEAA.L,0.012,0.342,0.541,0.104,0.001,0.28089719999999996
Chronos-2 120M (independent quantile sampling),9,IEF,0.046,0.386,0.41,0.153,0.005,0.2515458
Chronos-2 120M (independent quantile sampling),9,IEFM.L,0.105,0.261,0.267,0.253,0.114,0.11213320000000002
Chronos-2 120M (independent quantile sampling),9,IEMG,0.226,0.267,0.214,0.204,0.089,0.077579
Chronos-2 120M (independent quantile sampling),9,IEUS,0.255,0.176,0.186,0.212,0.171,0.26374319999999996
Chronos-2 120M (independent quantile sampling),9,IEVL.L,0.109,0.205,0.249,0.278,0.159,0.1397454
Chronos-2 120M (independent quantile sampling),9,IGF,0.12,0.237,0.263,0.263,0.117,0.059987599999999995
Chronos-2 120M (independent quantile sampling),9,INDA,0.103,0.212,0.244,0.287,0.154,0.06560620000000002
Chronos-2 120M (independent quantile sampling),9,IUMO.L,0.122,0.229,0.262,0.257,0.13,0.12055080000000003
Chronos-2 120M (independent quantile sampling),9,IUVL.L,0.152,0.238,0.23,0.199,0.181,0.07047300000000001
Chronos-2 120M (independent quantile sampling),9,IVV,0.156,0.198,0.18,0.26,0.206,0.08184879999999997
Chronos-2 120M (independent quantile sampling),9,IWM,0.15,0.21,0.197,0.225,0.218,0.07917460000000001
Chronos-2 120M (independent quantile sampling),9,IXN,0.226,0.173,0.161,0.213,0.227,0.11508120000000002
Chronos-2 120M (independent quantile sampling),9,JPEA.L,0.1,0.373,0.34,0.168,0.019,0.06461180000000001
Chronos-2 120M (independent quantile sampling),9,JPM,0.192,0.171,0.155,0.207,0.275,0.1925164
Chronos-2 120M (independent quantile sampling),9,KR,0.22,0.161,0.141,0.19,0.288,0.1009978
Chronos-2 120M (independent quantile sampling),9,LQD,0.057,0.354,0.39,0.189,0.01,0.2551742
Chronos-2 120M (independent quantile sampling),9,MCHI,0.423,0.2,0.118,0.137,0.122,0.0806046
Chronos-2 120M (independent quantile sampling),9,META,0.384,0.122,0.077,0.12,0.297,0.17711800000000003
Chronos-2 120M (independent quantile sampling),9,MVEU.L,0.076,0.277,0.332,0.263,0.052,0.10526280000000002
Chronos-2 120M (independent quantile sampling),9,OGN,0.327,0.178,0.14,0.153,0.202,0.1057566
Chronos-2 120M (independent quantile sampling),9,PG,0.212,0.235,0.201,0.223,0.129,0.0770596
Chronos-2 120M (independent quantile sampling),9,PPL,0.197,0.192,0.179,0.202,0.23,0.0859308
Chronos-2 120M (independent quantile sampling),9,PRU,0.162,0.146,0.149,0.202,0.341,0.08924759999999998
Chronos-2 120M (independent quantile sampling),9,PYPL,0.397,0.112,0.079,0.111,0.301,0.135407
Chronos-2 120M (independent quantile sampling),9,RE,0.189,0.17,0.152,0.207,0.282,0.1010494
Chronos-2 120M (independent quantile sampling),9,REET,0.171,0.266,0.248,0.205,0.11,0.14030700000000002
Chronos-2 120M (independent quantile sampling),9,ROL,0.226,0.176,0.152,0.21,0.236,0.22065840000000003
Chronos-2 120M (independent quantile sampling),9,ROST,0.291,0.122,0.139,0.151,0.297,0.21083260000000004
Chronos-2 120M (independent quantile sampling),9,SEGA.L,0.063,0.397,0.397,0.135,0.008,0.23801640000000002
Chronos-2 120M (independent quantile sampling),9,SHY,0.0,0.101,0.875,0.024,0.0,0.36175539999999995
Chronos-2 120M (independent quantile sampling),9,SLV,0.319,0.188,0.172,0.173,0.148,0.30915100000000006
Chronos-2 120M (independent quantile sampling),9,SPMV.L,0.137,0.259,0.276,0.241,0.087,0.09974759999999998
Chronos-2 120M (independent quantile sampling),9,TLT,0.228,0.298,0.221,0.199,0.054,0.177517
Chronos-2 120M (independent quantile sampling),9,UNH,0.143,0.175,0.153,0.26,0.269,0.31035500000000005
Chronos-2 120M (independent quantile sampling),9,URI,0.266,0.127,0.112,0.148,0.347,0.1813278
Chronos-2 120M (independent quantile sampling),9,V,0.211,0.184,0.157,0.203,0.245,0.09225499999999999
Chronos-2 120M (independent quantile sampling),9,VRSK,0.182,0.214,0.204,0.219,0.181,0.1181402
Chronos-2 120M (independent quantile sampling),9,VXX,0.491,0.111,0.078,0.105,0.215,0.11322200000000002
Chronos-2 120M (independent quantile sampling),9,WRK,0.331,0.171,0.121,0.151,0.226,0.269754
Chronos-2 120M (independent quantile sampling),9,XLB,0.157,0.213,0.175,0.272,0.183,0.22521259999999996
Chronos-2 120M (independent quantile sampling),9,XLC,0.211,0.185,0.186,0.183,0.235,0.24345719999999998
Chronos-2 120M (independent quantile sampling),9,XLE,0.18,0.104,0.139,0.161,0.416,0.0930082
Chronos-2 120M (independent quantile sampling),9,XLF,0.149,0.204,0.174,0.267,0.206,0.09339499999999998
Chronos-2 120M (independent quantile sampling),9,XLI,0.145,0.236,0.208,0.243,0.168,0.24106619999999998
Chronos-2 120M (independent quantile sampling),9,XLK,0.196,0.184,0.195,0.201,0.224,0.11272339999999999
Chronos-2 120M (independent quantile sampling),9,XLP,0.067,0.231,0.275,0.303,0.124,0.13899959999999997
Chronos-2 120M (independent quantile sampling),9,XLU,0.191,0.227,0.214,0.209,0.159,0.074382
Chronos-2 120M (independent quantile sampling),9,XLV,0.088,0.217,0.266,0.283,0.146,0.13922520000000002
Chronos-2 120M (independent quantile sampling),9,XLY,0.27,0.183,0.158,0.161,0.228,0.1150828
Chronos-2 120M (independent quantile sampling),9,XOM,0.168,0.119,0.115,0.154,0.444,0.0938666
Chronos-2 120M (independent quantile sampling),10,ABBV,0.163,0.183,0.167,0.263,0.224,0.202326
Chronos-2 120M (independent quantile sampling),10,ACN,0.28,0.195,0.144,0.194,0.187,0.09683100000000003
Chronos-2 120M (independent quantile sampling),10,AEP,0.167,0.219,0.202,0.221,0.191,0.23542200000000008
Chronos-2 120M (independent quantile sampling),10,AIZ,0.382,0.197,0.141,0.145,0.135,0.203558
Chronos-2 120M (independent quantile sampling),10,ALLE,0.217,0.147,0.139,0.18,0.317,0.2730166
Chronos-2 120M (independent quantile sampling),10,AMAT,0.261,0.103,0.085,0.129,0.422,0.19086039999999999
Chronos-2 120M (independent quantile sampling),10,AMP,0.178,0.146,0.128,0.194,0.354,0.18285600000000005
Chronos-2 120M (independent quantile sampling),10,AMZN,0.45,0.119,0.093,0.125,0.213,0.12957480000000002
Chronos-2 120M (independent quantile sampling),10,AVB,0.371,0.188,0.139,0.152,0.15,0.19196519999999997
Chronos-2 120M (independent quantile sampling),10,AVY,0.195,0.142,0.151,0.184,0.328,0.16946440000000002
Chronos-2 120M (independent quantile sampling),10,AXP,0.236,0.176,0.149,0.189,0.25,0.0961322
Chronos-2 120M (independent quantile sampling),10,BDX,0.171,0.191,0.185,0.236,0.217,0.21451659999999997
Chronos-2 120M (independent quantile sampling),10,BF-B,0.197,0.222,0.219,0.215,0.147,0.10580459999999998
Chronos-2 120M (independent quantile sampling),10,BMY,0.174,0.218,0.223,0.24,0.145,0.25863800000000003
Chronos-2 120M (independent quantile sampling),10,BR,0.309,0.195,0.176,0.166,0.154,0.16712259999999995
Chronos-2 120M (independent quantile sampling),10,CARR,0.167,0.154,0.145,0.196,0.338,0.17766600000000002
Chronos-2 120M (independent quantile sampling),10,CDW,0.175,0.177,0.16,0.223,0.265,0.09257959999999998
Chronos-2 120M (independent quantile sampling),10,CE,0.26,0.148,0.106,0.153,0.333,0.24902980000000002
Chronos-2 120M (independent quantile sampling),10,CHTR,0.324,0.142,0.117,0.173,0.244,0.12471140000000003
Chronos-2 120M (independent quantile sampling),10,CNC,0.257,0.146,0.127,0.195,0.275,0.20699660000000003
Chronos-2 120M (independent quantile sampling),10,CNP,0.209,0.193,0.155,0.242,0.201,0.23078700000000002
Chronos-2 120M (independent quantile sampling),10,COP,0.17,0.104,0.109,0.148,0.469,0.36332519999999996
Chronos-2 120M (independent quantile sampling),10,CTAS,0.186,0.216,0.169,0.237,0.192,0.11182100000000003
Chronos-2 120M (independent quantile sampling),10,CZR,0.357,0.103,0.072,0.105,0.363,0.21116840000000003
Chronos-2 120M (independent quantile sampling),10,DG,0.228,0.206,0.177,0.202,0.187,0.11172600000000003
Chronos-2 120M (independent quantile sampling),10,DPZ,0.261,0.162,0.128,0.168,0.281,0.13632239999999998
Chronos-2 120M (independent quantile sampling),10,DRE,0.0,0.117,0.791,0.092,0.0,0.004430599999999999
Chronos-2 120M (independent quantile sampling),10,DXC,0.336,0.12,0.098,0.134,0.312,0.20661839999999998
Chronos-2 120M (independent quantile sampling),10,EWA,0.156,0.214,0.211,0.242,0.177,0.1060252
Chronos-2 120M (independent quantile sampling),10,EWC,0.138,0.214,0.222,0.239,0.187,0.13107860000000002
Chronos-2 120M (independent quantile sampling),10,EWG,0.222,0.183,0.153,0.2,0.242,0.11664740000000003
Chronos-2 120M (independent quantile sampling),10,EWH,0.174,0.213,0.175,0.231,0.207,0.22494760000000005
Chronos-2 120M (independent quantile sampling),10,EWJ,0.086,0.241,0.219,0.302,0.152,0.06870900000000002
Chronos-2 120M (independent quantile sampling),10,EWL,0.141,0.252,0.231,0.249,0.127,0.10916699999999999
Chronos-2 120M (independent quantile sampling),10,EWQ,0.167,0.192,0.159,0.248,0.234,0.09596999999999999
Chronos-2 120M (independent quantile sampling),10,EWT,0.131,0.193,0.203,0.225,0.248,0.092274
Chronos-2 120M (independent quantile sampling),10,EWU,0.149,0.231,0.215,0.24,0.165,0.24357020000000001
Chronos-2 120M (independent quantile sampling),10,EWY,0.139,0.169,0.157,0.249,0.286,0.31764119999999996
Chronos-2 120M (independent quantile sampling),10,EWZ,0.342,0.158,0.122,0.156,0.222,0.11182640000000002
Chronos-2 120M (independent quantile sampling),10,FTV,0.195,0.191,0.159,0.212,0.243,0.2582189999999999
Chronos-2 120M (independent quantile sampling),10,GOOG,0.308,0.139,0.126,0.158,0.269,0.20787260000000002
Chronos-2 120M (independent quantile sampling),10,GPC,0.151,0.176,0.169,0.234,0.27,0.08972919999999998
Chronos-2 120M (independent quantile sampling),10,GSG,0.18,0.154,0.151,0.211,0.304,0.2947194000000001
Chronos-2 120M (independent quantile sampling),10,HIG,0.206,0.148,0.164,0.219,0.263,0.10104900000000001
Chronos-2 120M (independent quantile sampling),10,HIGH.L,0.029,0.302,0.479,0.185,0.005,0.029305399999999992
Chronos-2 120M (independent quantile sampling),10,HST,0.266,0.137,0.129,0.16,0.308,0.2418106
Chronos-2 120M (independent quantile sampling),10,HYG,0.054,0.318,0.383,0.214,0.031,0.0404572
Chronos-2 120M (independent quantile sampling),10,IAU,0.13,0.271,0.279,0.238,0.082,0.057365
Chronos-2 120M (independent quantile sampling),10,ICLN,0.353,0.164,0.123,0.166,0.194,0.1118268
Chronos-2 120M (independent quantile sampling),10,IEAA.L,0.014,0.409,0.504,0.073,0.0,0.20769080000000004
Chronos-2 120M (independent quantile sampling),10,IEF,0.064,0.419,0.378,0.136,0.003,0.195743
Chronos-2 120M (independent quantile sampling),10,IEFM.L,0.086,0.278,0.278,0.269,0.089,0.05519539999999999
Chronos-2 120M (independent quantile sampling),10,IEMG,0.174,0.237,0.198,0.247,0.144,0.11816279999999998
Chronos-2 120M (independent quantile sampling),10,IEUS,0.22,0.168,0.149,0.222,0.241,0.0942788
Chronos-2 120M (independent quantile sampling),10,IEVL.L,0.07,0.219,0.246,0.304,0.161,0.08011340000000002
Chronos-2 120M (independent quantile sampling),10,IGF,0.11,0.24,0.278,0.275,0.097,0.056478600000000004
Chronos-2 120M (independent quantile sampling),10,INDA,0.104,0.229,0.244,0.301,0.122,0.1299036
Chronos-2 120M (independent quantile sampling),10,IUMO.L,0.097,0.254,0.272,0.281,0.096,0.056791
Chronos-2 120M (independent quantile sampling),10,IUVL.L,0.1,0.251,0.229,0.25,0.17,0.06770020000000002
Chronos-2 120M (independent quantile sampling),10,IVV,0.16,0.226,0.193,0.268,0.153,0.12064920000000001
Chronos-2 120M (independent quantile sampling),10,IWM,0.212,0.235,0.182,0.21,0.161,0.21806300000000003
Chronos-2 120M (independent quantile sampling),10,IXN,0.23,0.173,0.16,0.21,0.227,0.13036139999999996
Chronos-2 120M (independent quantile sampling),10,JPEA.L,0.099,0.363,0.328,0.19,0.02,0.361549
Chronos-2 120M (independent quantile sampling),10,JPM,0.169,0.176,0.164,0.225,0.266,0.1538846
Chronos-2 120M (independent quantile sampling),10,KR,0.225,0.163,0.136,0.19,0.286,0.1467082
Chronos-2 120M (independent quantile sampling),10,LQD,0.086,0.388,0.347,0.171,0.008,0.37803539999999997
Chronos-2 120M (independent quantile sampling),10,MCHI,0.353,0.158,0.128,0.136,0.225,0.2789352
Chronos-2 120M (independent quantile sampling),10,META,0.499,0.087,0.088,0.102,0.224,0.21936979999999995
Chronos-2 120M (independent quantile sampling),10,MVEU.L,0.059,0.282,0.356,0.267,0.036,0.0425734
Chronos-2 120M (independent quantile sampling),10,OGN,0.299,0.174,0.126,0.166,0.235,0.25143119999999997
Chronos-2 120M (independent quantile sampling),10,PG,0.156,0.23,0.19,0.252,0.172,0.23813840000000006
Chronos-2 120M (independent quantile sampling),10,PPL,0.19,0.205,0.184,0.226,0.195,0.23507819999999996
Chronos-2 120M (independent quantile sampling),10,PRU,0.163,0.163,0.157,0.222,0.295,0.3018318
Chronos-2 120M (independent quantile sampling),10,PYPL,0.372,0.121,0.069,0.106,0.332,0.19070020000000001
Chronos-2 120M (independent quantile sampling),10,RE,0.249,0.153,0.135,0.178,0.285,0.20463980000000004
Chronos-2 120M (independent quantile sampling),10,REET,0.151,0.272,0.248,0.225,0.104,0.0949574
Chronos-2 120M (independent quantile sampling),10,ROL,0.193,0.175,0.148,0.221,0.263,0.27081959999999994
Chronos-2 120M (independent quantile sampling),10,ROST,0.318,0.148,0.149,0.149,0.236,0.2560402
Chronos-2 120M (independent quantile sampling),10,SEGA.L,0.072,0.374,0.388,0.158,0.008,0.046343999999999996
Chronos-2 120M (independent quantile sampling),10,SHY,0.0,0.213,0.778,0.009,0.0,0.009089999999999999
Chronos-2 120M (independent quantile sampling),10,SLV,0.269,0.155,0.154,0.197,0.225,0.23736920000000006
Chronos-2 120M (independent quantile sampling),10,SPMV.L,0.119,0.254,0.316,0.25,0.061,0.12634640000000003
Chronos-2 120M (independent quantile sampling),10,TLT,0.263,0.282,0.216,0.183,0.056,0.36729019999999996
Chronos-2 120M (independent quantile sampling),10,UNH,0.213,0.205,0.18,0.207,0.195,0.12314439999999997
Chronos-2 120M (independent quantile sampling),10,URI,0.253,0.136,0.111,0.158,0.342,0.1164588
Chronos-2 120M (independent quantile sampling),10,V,0.25,0.182,0.143,0.191,0.234,0.12690099999999999
Chronos-2 120M (independent quantile sampling),10,VRSK,0.254,0.246,0.19,0.177,0.133,0.161661
Chronos-2 120M (independent quantile sampling),10,VXX,0.558,0.113,0.091,0.087,0.151,0.07660999999999998
Chronos-2 120M (independent quantile sampling),10,WRK,0.271,0.164,0.133,0.152,0.28,0.22313799999999998
Chronos-2 120M (independent quantile sampling),10,XLB,0.132,0.212,0.176,0.275,0.205,0.08163699999999999
Chronos-2 120M (independent quantile sampling),10,XLC,0.256,0.218,0.17,0.175,0.181,0.10034180000000001
Chronos-2 120M (independent quantile sampling),10,XLE,0.153,0.102,0.122,0.196,0.427,0.3685784
Chronos-2 120M (independent quantile sampling),10,XLF,0.13,0.196,0.196,0.286,0.192,0.14730479999999999
Chronos-2 120M (independent quantile sampling),10,XLI,0.132,0.247,0.224,0.247,0.15,0.06823480000000001
Chronos-2 120M (independent quantile sampling),10,XLK,0.214,0.194,0.186,0.191,0.215,0.12146419999999995
Chronos-2 120M (independent quantile sampling),10,XLP,0.076,0.245,0.303,0.289,0.087,0.1011524
Chronos-2 120M (independent quantile sampling),10,XLU,0.173,0.209,0.215,0.227,0.176,0.24224759999999995
Chronos-2 120M (independent quantile sampling),10,XLV,0.106,0.26,0.261,0.268,0.105,0.2678692
Chronos-2 120M (independent quantile sampling),10,XLY,0.357,0.198,0.148,0.163,0.134,0.1435278
Chronos-2 120M (independent quantile sampling),10,XOM,0.129,0.11,0.111,0.163,0.487,0.3994862
Chronos-2 120M (independent quantile sampling),11,ABBV,0.152,0.158,0.173,0.255,0.262,0.0842274
Chronos-2 120M (independent quantile sampling),11,ACN,0.221,0.177,0.128,0.212,0.262,0.252513
Chronos-2 120M (independent quantile sampling),11,AEP,0.112,0.158,0.223,0.26,0.247,0.0807004
Chronos-2 120M (independent quantile sampling),11,AIZ,0.219,0.181,0.186,0.212,0.202,0.12403219999999997
Chronos-2 120M (independent quantile sampling),11,ALLE,0.262,0.16,0.151,0.189,0.238,0.12634020000000004
Chronos-2 120M (independent quantile sampling),11,AMAT,0.273,0.099,0.091,0.127,0.41,0.2758764
Chronos-2 120M (independent quantile sampling),11,AMP,0.182,0.159,0.141,0.199,0.319,0.103898
Chronos-2 120M (independent quantile sampling),11,AMZN,0.418,0.126,0.088,0.134,0.234,0.147368
Chronos-2 120M (independent quantile sampling),11,AVB,0.25,0.203,0.158,0.199,0.19,0.10982600000000001
Chronos-2 120M (independent quantile sampling),11,AVY,0.273,0.164,0.149,0.169,0.245,0.2357838000000001
Chronos-2 120M (independent quantile sampling),11,AXP,0.223,0.185,0.153,0.19,0.249,0.130983
Chronos-2 120M (independent quantile sampling),11,BDX,0.195,0.195,0.181,0.214,0.215,0.2264782
Chronos-2 120M (independent quantile sampling),11,BF-B,0.257,0.236,0.169,0.21,0.128,0.1879452
Chronos-2 120M (independent quantile sampling),11,BMY,0.203,0.21,0.229,0.218,0.14,0.22550839999999997
Chronos-2 120M (independent quantile sampling),11,BR,0.259,0.17,0.172,0.193,0.206,0.21535179999999995
Chronos-2 120M (independent quantile sampling),11,CARR,0.213,0.172,0.157,0.172,0.286,0.0970308
Chronos-2 120M (independent quantile sampling),11,CDW,0.171,0.169,0.163,0.215,0.282,0.1582748
Chronos-2 120M (independent quantile sampling),11,CE,0.351,0.144,0.106,0.153,0.246,0.2595886
Chronos-2 120M (independent quantile sampling),11,CHTR,0.396,0.154,0.118,0.147,0.185,0.14235299999999998
Chronos-2 120M (independent quantile sampling),11,CNC,0.267,0.132,0.121,0.187,0.293,0.24294779999999996
Chronos-2 120M (independent quantile sampling),11,CNP,0.149,0.169,0.172,0.263,0.247,0.16168679999999996
Chronos-2 120M (independent quantile sampling),11,COP,0.243,0.118,0.099,0.14,0.4,0.152194
Chronos-2 120M (independent quantile sampling),11,CTAS,0.134,0.162,0.175,0.249,0.28,0.17436259999999998
Chronos-2 120M (independent quantile sampling),11,CZR,0.396,0.095,0.074,0.11,0.325,0.1837494
Chronos-2 120M (independent quantile sampling),11,DG,0.219,0.188,0.172,0.197,0.224,0.11980539999999999
Chronos-2 120M (independent quantile sampling),11,DPZ,0.327,0.141,0.129,0.138,0.265,0.1937174
Chronos-2 120M (independent quantile sampling),11,DRE,0.0,0.278,0.574,0.143,0.005,0.019842600000000005
Chronos-2 120M (independent quantile sampling),11,DXC,0.354,0.124,0.1,0.124,0.298,0.2361376
Chronos-2 120M (independent quantile sampling),11,EWA,0.166,0.223,0.222,0.242,0.147,0.07036139999999999
Chronos-2 120M (independent quantile sampling),11,EWC,0.153,0.23,0.215,0.231,0.171,0.07218860000000002
Chronos-2 120M (independent quantile sampling),11,EWG,0.21,0.218,0.188,0.202,0.182,0.25517280000000003
Chronos-2 120M (independent quantile sampling),11,EWH,0.11,0.159,0.169,0.212,0.35,0.13976100000000002
Chronos-2 120M (independent quantile sampling),11,EWJ,0.162,0.254,0.252,0.229,0.103,0.09762659999999998
Chronos-2 120M (independent quantile sampling),11,EWL,0.118,0.259,0.262,0.257,0.104,0.115038
Chronos-2 120M (independent quantile sampling),11,EWQ,0.13,0.212,0.204,0.272,0.182,0.22022079999999997
Chronos-2 120M (independent quantile sampling),11,EWT,0.156,0.202,0.2,0.222,0.22,0.07925279999999998
Chronos-2 120M (independent quantile sampling),11,EWU,0.105,0.215,0.25,0.283,0.147,0.09198680000000001
Chronos-2 120M (independent quantile sampling),11,EWY,0.245,0.207,0.175,0.196,0.177,0.2669574
Chronos-2 120M (independent quantile sampling),11,EWZ,0.328,0.15,0.131,0.146,0.245,0.1533948
Chronos-2 120M (independent quantile sampling),11,FTV,0.217,0.213,0.172,0.206,0.192,0.11345140000000002
Chronos-2 120M (independent quantile sampling),11,GOOG,0.302,0.142,0.121,0.159,0.276,0.21234820000000001
Chronos-2 120M (independent quantile sampling),11,GPC,0.098,0.163,0.153,0.23,0.356,0.3659714
Chronos-2 120M (independent quantile sampling),11,GSG,0.196,0.175,0.166,0.219,0.244,0.08999239999999999
Chronos-2 120M (independent quantile sampling),11,HIG,0.186,0.143,0.165,0.235,0.271,0.1836628
Chronos-2 120M (independent quantile sampling),11,HIGH.L,0.033,0.418,0.466,0.08,0.003,0.0422776
Chronos-2 120M (independent quantile sampling),11,HST,0.263,0.127,0.135,0.155,0.32,0.2486588
Chronos-2 120M (independent quantile sampling),11,HYG,0.08,0.343,0.368,0.188,0.021,0.0458902
Chronos-2 120M (independent quantile sampling),11,IAU,0.178,0.275,0.269,0.207,0.071,0.1526436
Chronos-2 120M (independent quantile sampling),11,ICLN,0.327,0.177,0.142,0.169,0.185,0.1716972
Chronos-2 120M (independent quantile sampling),11,IEAA.L,0.028,0.508,0.422,0.042,0.0,0.0435688
Chronos-2 120M (independent quantile sampling),11,IEF,0.098,0.435,0.343,0.121,0.003,0.061815600000000005
Chronos-2 120M (independent quantile sampling),11,IEFM.L,0.057,0.271,0.338,0.278,0.056,0.111505
